number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_l2,params_learning_rate,params_loss_alpha,params_loss_gamma,params_n_hidden_layers,user_attrs_n_epochs,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
396,0.44277530908584595,2023-07-10 11:10:43.112619,2023-07-10 11:10:46.204432,0 days 00:00:03.091813,0.11957435276502104,3,0.00020941015994506727,0.026769824132255128,0.48337764270715167,0.40784962058833585,3,,0.4364153742790222,0.44277530908584595,,,PRUNED
106,0.44245287775993347,2023-07-10 10:18:10.920420,2023-07-10 10:18:45.638822,0 days 00:00:34.718402,0.012388305647566935,3,0.00020742735068117487,0.028623604875131856,0.5999488786611521,2.0184951053760605,1,13.0,0.44294628500938416,0.445140540599823,,,COMPLETE
43,0.44204220175743103,2023-07-10 10:03:55.250585,2023-07-10 10:04:52.836996,0 days 00:00:57.586411,0.011720142794543064,3,5.560591093830404e-05,0.030273819231337484,0.8059024584438131,2.1709769585892236,1,29.0,0.4301072955131531,0.4351835250854492,0.4364832043647766,,COMPLETE
98,0.4417639672756195,2023-07-10 10:17:12.203245,2023-07-10 10:17:50.313308,0 days 00:00:38.110063,0.011318291941184918,4,0.0003143509074345894,0.03527522452098978,0.5514593493248054,1.8144591451528085,3,11.0,0.4481077492237091,,,,COMPLETE
27,0.4413468837738037,2023-07-10 09:58:54.984128,2023-07-10 09:59:35.854579,0 days 00:00:40.870451,0.01741861756369415,2,5.4420728275254146e-05,0.02813759083558135,0.7253266965422493,2.5563416269391785,1,18.0,0.43371859192848206,0.43615955114364624,0.4378505051136017,,COMPLETE
18,0.4412006139755249,2023-07-10 09:54:53.519248,2023-07-10 09:55:39.357774,0 days 00:00:45.838526,0.0029974237842316648,2,4.7127600448907715e-05,0.027483993729242113,0.7015005474766438,2.0169296438468076,1,20.0,0.42855340242385864,0.4297106862068176,,,COMPLETE
417,0.4408368468284607,2023-07-10 11:13:22.807639,2023-07-10 11:13:26.087672,0 days 00:00:03.280033,0.031650437098791,6,2.023690323884401e-06,0.026419470610582245,0.27411287380523225,1.715314417980584,3,,0.4345434904098511,0.4408368468284607,,,PRUNED
403,0.4408339858055115,2023-07-10 11:11:30.790086,2023-07-10 11:11:34.091866,0 days 00:00:03.301780,0.03368913560182718,4,0.00017638013815550983,0.024267393215048144,0.5221060690850756,1.2490092591369253,3,,0.44371482729911804,0.4408339858055115,,,PRUNED
365,0.44062429666519165,2023-07-10 11:05:51.174543,2023-07-10 11:05:54.263985,0 days 00:00:03.089442,0.02716160261754949,4,0.0007807584509983467,0.024543557963623567,0.6074908767675704,0.021668116610822262,3,,0.4349297881126404,0.44062429666519165,,,PRUNED
455,0.44035646319389343,2023-07-10 11:18:31.773948,2023-07-10 11:18:35.071693,0 days 00:00:03.297745,0.03537631387583913,3,0.0004961586745391204,0.011818350610263617,0.6291024818285864,0.9689924918634851,3,,0.43831339478492737,0.44035646319389343,,,PRUNED
123,0.440047025680542,2023-07-10 10:20:58.884593,2023-07-10 10:21:46.286225,0 days 00:00:47.401632,0.016429966234985577,3,1.7135699441129182e-05,0.03296390145631277,0.8323192325322525,2.537992468852011,1,28.0,0.43550631403923035,0.4555702209472656,,,COMPLETE
112,0.4397001564502716,2023-07-10 10:19:45.140227,2023-07-10 10:19:58.636527,0 days 00:00:13.496300,0.015134017561401408,3,0.00024726369785151833,0.03243064747150527,0.5965411241717622,2.192997755146633,1,,0.4323541224002838,0.445439875125885,0.4397001564502716,,PRUNED
256,0.4394500255584717,2023-07-10 10:47:12.062099,2023-07-10 10:47:50.151300,0 days 00:00:38.089201,0.00788799388304042,5,0.0003237564746063351,0.019588510048510498,0.4655907227460472,2.5401373561140406,3,11.0,0.44535955786705017,,,,COMPLETE
463,0.4394092857837677,2023-07-10 11:20:21.793133,2023-07-10 11:20:25.043221,0 days 00:00:03.250088,0.09529901447248523,3,0.00019515257406261266,0.011710441269435748,0.3654632734916956,0.9907712412872348,3,,0.4362551271915436,0.4394092857837677,,,PRUNED
162,0.4393555819988251,2023-07-10 10:27:16.070581,2023-07-10 10:27:29.408209,0 days 00:00:13.337628,0.0077037472677018905,4,1.5746531674307412e-06,0.02687836356766128,0.5549984849305516,1.9922764090693361,1,,0.44503846764564514,0.4393555819988251,,,PRUNED
99,0.43832963705062866,2023-07-10 10:17:50.313308,2023-07-10 10:17:53.335014,0 days 00:00:03.021706,0.03591053959526617,5,8.018293736078792e-06,0.03190803455588351,0.5840078441977969,1.9297558348227326,1,,0.4330582916736603,0.43832963705062866,,,PRUNED
131,0.4382574260234833,2023-07-10 10:22:04.160254,2023-07-10 10:22:35.745943,0 days 00:00:31.585689,0.011260397880158453,4,0.0003592561485282133,0.036484594706839214,0.5559225426962061,1.8077037872516972,3,11.0,0.434600830078125,0.4445667266845703,,,COMPLETE
151,0.4380139708518982,2023-07-10 10:26:40.669616,2023-07-10 10:26:43.588242,0 days 00:00:02.918626,0.018145553751577448,5,0.00023315797001493863,0.02410013838108185,0.5665459108179771,1.4922351262270461,1,,0.43233776092529297,0.4380139708518982,,,PRUNED
225,0.4377588629722595,2023-07-10 10:38:51.817177,2023-07-10 10:38:58.145683,0 days 00:00:06.328506,0.020235171551783573,4,0.0002184164204050727,0.026224728137839905,0.6580829808157662,2.934475909670172,3,,0.43576011061668396,0.44153809547424316,0.4377588629722595,,PRUNED
93,0.4376249313354492,2023-07-10 10:15:56.781955,2023-07-10 10:16:02.367364,0 days 00:00:05.585409,0.020124949912708887,2,0.00022035489700244115,0.03323196764143471,0.6167052968840955,2.4719306711626516,1,,0.43938153982162476,0.4421088397502899,0.4376249313354492,,PRUNED
31,0.437513142824173,2023-07-10 10:00:29.194307,2023-07-10 10:01:29.792307,0 days 00:01:00.598000,0.020140777517034573,2,3.3369115430990218e-06,0.029748353104256255,0.8412601473569341,2.1116109562202765,1,35.0,0.4263075590133667,0.43144187331199646,,,COMPLETE
172,0.43728411197662354,2023-07-10 10:28:54.596626,2023-07-10 10:29:28.624080,0 days 00:00:34.027454,0.010395049752311432,4,0.00016048432154719487,0.02552409191804582,0.518369821487614,3.055784695286537,3,12.0,0.446738600730896,,,,COMPLETE
492,0.43718743324279785,2023-07-10 11:22:48.818058,2023-07-10 11:22:52.129168,0 days 00:00:03.311110,0.10242891397290504,3,0.00016256545250187393,0.025805575754380312,0.4727069443601671,0.08428013999136943,3,,0.4333950877189636,0.43718743324279785,,,PRUNED
419,0.4371603727340698,2023-07-10 11:13:28.366731,2023-07-10 11:13:31.672675,0 days 00:00:03.305944,0.08168813826574187,3,0.0003775144472343312,0.029239409235823514,0.4977154600034841,0.8147297354203336,3,,0.43341338634490967,0.4371603727340698,,,PRUNED
251,0.4370534121990204,2023-07-10 10:45:42.712093,2023-07-10 10:45:48.950850,0 days 00:00:06.238757,0.0012696922846554357,5,0.00038962430342278845,0.019816180678182554,0.42985101341654036,2.1767669880528775,3,,0.438798725605011,0.4370534121990204,,,PRUNED
101,0.4369647800922394,2023-07-10 10:17:56.363817,2023-07-10 10:17:59.275414,0 days 00:00:02.911597,0.011602654523765712,4,0.0002657142769648376,0.02981134337197712,0.5468628684719951,2.17044523791791,1,,0.4356280565261841,0.4369647800922394,,,PRUNED
184,0.43658822774887085,2023-07-10 10:32:36.035110,2023-07-10 10:32:39.242846,0 days 00:00:03.207736,0.008994429360314535,4,6.801241879638245e-06,0.026587986421389816,0.4447017748711489,2.785200755314422,3,,0.4370129406452179,0.43658822774887085,,,PRUNED
193,0.43602412939071655,2023-07-10 10:34:08.161238,2023-07-10 10:34:11.284930,0 days 00:00:03.123692,0.025102783395374417,4,0.0002004858439160134,0.02669977135937351,0.3926174149848794,2.9848830238267268,3,,0.4330635964870453,0.43602412939071655,,,PRUNED
487,0.43589097261428833,2023-07-10 11:22:25.941608,2023-07-10 11:22:32.389208,0 days 00:00:06.447600,0.11340319540036563,3,0.0005086638187862606,0.013298916027241472,0.4404174557713237,1.591906892385957,3,,0.43589097261428833,,,,PRUNED
233,0.4358551502227783,2023-07-10 10:39:20.071785,2023-07-10 10:39:51.438577,0 days 00:00:31.366792,0.01549523259287191,4,0.00024082224551212026,0.02652664302667497,0.5447686031255146,2.799415182915938,3,10.0,0.4490526020526886,,,,COMPLETE
451,0.4357975721359253,2023-07-10 11:18:18.384902,2023-07-10 11:18:21.736763,0 days 00:00:03.351861,0.07036888055697613,3,0.0003090231299538613,0.017110035609900223,0.42597898392389166,0.8214661030471434,3,,0.4420013725757599,0.4357975721359253,,,PRUNED
379,0.43559956550598145,2023-07-10 11:09:43.964059,2023-07-10 11:09:50.355003,0 days 00:00:06.390944,0.10531761171595887,3,0.000613098632972737,0.015409396447672984,0.5277368393998982,0.18802093044963405,3,,0.4373900592327118,0.43559956550598145,,,PRUNED
255,0.4355544149875641,2023-07-10 10:47:08.898717,2023-07-10 10:47:12.062099,0 days 00:00:03.163382,0.0010151335271846118,5,0.0005112715478204103,0.020733464562135165,0.49492904618825156,2.309755049165285,3,,0.43509235978126526,0.4355544149875641,,,PRUNED
313,0.4354594349861145,2023-07-10 10:57:03.740472,2023-07-10 10:57:10.221874,0 days 00:00:06.481402,0.03779239767979657,4,0.0003671721529058008,0.026811781423994954,0.6139841000654349,2.7772702091303434,3,,0.4354594349861145,,,,PRUNED
192,0.4353469908237457,2023-07-10 10:34:04.951950,2023-07-10 10:34:08.161238,0 days 00:00:03.209288,0.04541500952961556,4,2.0648781196017e-05,0.02506736566428244,0.43436956131920185,3.287134040254839,3,,0.43429648876190186,0.4353469908237457,,,PRUNED
195,0.434597373008728,2023-07-10 10:34:14.532111,2023-07-10 10:34:17.833621,0 days 00:00:03.301510,0.05595502650281741,4,0.00019734339786894195,0.02831391372324288,0.7906857042207733,3.1927895281934764,3,,0.4342504143714905,0.434597373008728,,,PRUNED
33,0.43456658720970154,2023-07-10 10:01:57.051595,2023-07-10 10:02:51.838150,0 days 00:00:54.786555,0.03909362760454231,4,4.962141691032481e-05,0.02825838061542236,0.9065470146981356,2.3867854713332357,1,23.0,0.4315299689769745,0.4300013482570648,0.4352412223815918,0.4226677715778351,COMPLETE
146,0.43448972702026367,2023-07-10 10:26:24.947737,2023-07-10 10:26:28.054829,0 days 00:00:03.107092,0.052960818385112185,5,0.0003517452252190216,0.02267786044725718,0.4918870721582686,1.4834907964594803,3,,0.4372587203979492,0.43448972702026367,,,PRUNED
232,0.4343321621417999,2023-07-10 10:39:13.652097,2023-07-10 10:39:20.070786,0 days 00:00:06.418689,0.008302576405406086,4,0.0001930529324751279,0.0251617706594971,0.5323559576199367,2.9002471231689237,3,,0.4368455410003662,0.4343321621417999,,,PRUNED
471,0.4342332184314728,2023-07-10 11:20:46.844064,2023-07-10 11:20:53.246360,0 days 00:00:06.402296,0.048733793856859386,2,0.0014192491475980775,0.027947734175489434,0.4096677598710726,0.10604445212644463,3,,0.4342332184314728,,,,PRUNED
307,0.4342028498649597,2023-07-10 10:56:42.981732,2023-07-10 10:56:46.235195,0 days 00:00:03.253463,0.05557027347813329,5,0.0004996078791712797,0.0201966596000308,0.5247157745117468,3.045703721332541,3,,0.43471574783325195,0.4342028498649597,,,PRUNED
191,0.43362975120544434,2023-07-10 10:33:58.957747,2023-07-10 10:34:04.951950,0 days 00:00:05.994203,0.050877584725653055,4,0.0002386968868197963,0.025828479092547138,0.3495039204623636,2.94924957270162,3,,0.43362975120544434,,,,PRUNED
230,0.43361690640449524,2023-07-10 10:39:07.166722,2023-07-10 10:39:10.396218,0 days 00:00:03.229496,0.02749043875726532,4,0.0002564120481489758,0.021402914140587134,0.5591464624220239,2.3569799456542078,2,,0.4322262406349182,0.43361690640449524,,,PRUNED
134,0.4334311783313751,2023-07-10 10:23:14.329585,2023-07-10 10:23:20.137233,0 days 00:00:05.807648,0.007329441586458111,4,0.0004769126703869628,0.03162452540911947,0.487606414250365,2.134864823101088,3,,0.42975008487701416,0.4334311783313751,,,PRUNED
62,0.43318668007850647,2023-07-10 10:10:20.575855,2023-07-10 10:10:52.827622,0 days 00:00:32.251767,0.0158589556286803,4,0.00036177494964758695,0.02083957669350209,0.5028838540930474,2.312189437842423,3,13.0,0.43420323729515076,0.4379773437976837,0.44556567072868347,,COMPLETE
167,0.4330615997314453,2023-07-10 10:27:37.441839,2023-07-10 10:27:40.391446,0 days 00:00:02.949607,0.01782591902917226,5,0.00030679658520295946,0.023785331486184908,0.6103389513677512,2.370946866373727,3,,0.4344637095928192,0.4330615997314453,,,PRUNED
360,0.43297892808914185,2023-07-10 11:05:02.343056,2023-07-10 11:05:05.691547,0 days 00:00:03.348491,0.016177609759009212,4,0.00019785853956576512,0.04485867580435463,0.6850228069302906,0.07019893008262967,3,,0.4370822012424469,0.43297892808914185,,,PRUNED
220,0.43290990591049194,2023-07-10 10:38:30.511344,2023-07-10 10:38:33.705569,0 days 00:00:03.194225,0.005843142809466927,4,0.0003149385651200705,0.024903964127605815,0.5614269277995974,3.243171712548902,3,,0.43290990591049194,,,,PRUNED
412,0.43257904052734375,2023-07-10 11:13:04.199854,2023-07-10 11:13:07.515373,0 days 00:00:03.315519,0.059219494269685195,4,0.0010748246892461919,0.015599737282217408,0.4877310504553628,0.24115899691288584,3,,0.4394858479499817,0.43257904052734375,,,PRUNED
276,0.43232908844947815,2023-07-10 10:51:51.742558,2023-07-10 10:52:23.430593,0 days 00:00:31.688035,0.01817198978389562,5,0.000420205989313184,0.020538717288128443,0.40279040676381994,2.278094880155102,3,10.0,0.44604286551475525,,,,COMPLETE
398,0.4321315884590149,2023-07-10 11:10:48.276455,2023-07-10 11:10:50.323610,0 days 00:00:02.047155,0.04440199505539312,4,0.0005456850981884809,0.014752035237277025,0.5418452124285466,0.12355856218682565,3,,0.4321315884590149,,,,PRUNED
73,0.43201303482055664,2023-07-10 10:12:51.376152,2023-07-10 10:12:57.122295,0 days 00:00:05.746143,0.00810563808520218,3,0.000321715909517298,0.02659915927845973,0.579599264429135,1.9709271151252337,3,,0.42973387241363525,0.43201303482055664,,,PRUNED
105,0.4320096969604492,2023-07-10 10:18:05.468157,2023-07-10 10:18:10.920420,0 days 00:00:05.452263,0.005718261690208514,3,0.0005786006911440548,0.03429877449106508,0.566382882597458,1.8670929532600005,1,,0.4320096969604492,,,,PRUNED
325,0.4319935441017151,2023-07-10 10:58:52.760408,2023-07-10 10:58:56.032685,0 days 00:00:03.272277,0.016003132936401498,5,0.0004893283854346646,0.0271014120780161,0.5140491605394603,2.055421967324824,3,,0.4358392357826233,0.4319935441017151,,,PRUNED
382,0.43188151717185974,2023-07-10 11:09:56.818577,2023-07-10 11:09:59.078844,0 days 00:00:02.260267,0.10351629030107383,3,0.00035434373448394336,0.015129598563324602,0.49264550713556887,0.3411763082165937,3,,0.43188151717185974,,,,PRUNED
397,0.4318724274635315,2023-07-10 11:10:46.204432,2023-07-10 11:10:48.276455,0 days 00:00:02.072023,0.09542328463248556,4,0.0007505817059316909,0.018772066808894157,0.5708673276926324,0.7863791291746973,3,,0.4318724274635315,,,,PRUNED
290,0.4317287802696228,2023-07-10 10:54:43.167587,2023-07-10 10:54:45.424876,0 days 00:00:02.257289,0.0010932500783335432,5,0.00019492058322081527,0.02342647798932585,0.49666669721681345,2.9602390727241357,3,,0.4317287802696228,,,,PRUNED
249,0.43155670166015625,2023-07-10 10:45:24.916385,2023-07-10 10:45:27.242588,0 days 00:00:02.326203,0.005965982753334338,5,0.00020892235561038346,0.021220694495655494,0.4514139530013239,2.252075153961656,3,,0.43155670166015625,,,,PRUNED
273,0.4314359426498413,2023-07-10 10:51:35.568023,2023-07-10 10:51:42.188918,0 days 00:00:06.620895,0.010218312820564825,5,0.0005642186704790581,0.021714519589855177,0.5138786248447746,2.3848646905548168,3,,0.4314359426498413,,,,PRUNED
329,0.43142321705818176,2023-07-10 10:59:05.435407,2023-07-10 10:59:07.694951,0 days 00:00:02.259544,0.01379755289259057,4,0.00030985904024705927,0.03687557388297426,0.48024925940865826,2.1494007996613655,3,,0.43142321705818176,,,,PRUNED
262,0.431369811296463,2023-07-10 10:49:01.776129,2023-07-10 10:49:08.061331,0 days 00:00:06.285202,0.01743274248000029,6,0.0006061921004683067,0.020354451706998296,0.47012564553654584,2.21521934086533,3,,0.4364287257194519,0.431369811296463,,,PRUNED
334,0.4313408136367798,2023-07-10 10:59:50.739878,2023-07-10 10:59:57.010381,0 days 00:00:06.270503,0.026481774362836205,6,0.0003106420225577252,0.026311204230249588,0.5480711479592026,2.4606661016812277,3,,0.4313408136367798,,,,PRUNED
278,0.43125689029693604,2023-07-10 10:52:53.486657,2023-07-10 10:52:59.841180,0 days 00:00:06.354523,0.0060223432404176045,5,0.0007884198294145837,0.023092703048955228,0.47970231433905813,2.4924495100982296,3,,0.43125689029693604,,,,PRUNED
118,0.4312067925930023,2023-07-10 10:20:11.992031,2023-07-10 10:20:50.800553,0 days 00:00:38.808522,0.040904647150187004,3,0.00046163217015826006,0.03510691396261119,0.5286263132702331,2.2228838370972044,1,10.0,0.44101274013519287,,,,COMPLETE
268,0.43115323781967163,2023-07-10 10:51:18.047101,2023-07-10 10:51:20.226980,0 days 00:00:02.179879,0.011719726304125927,5,0.0003283606422435799,0.017943586366927188,0.47932605473087164,2.6233805224848714,3,,0.43115323781967163,,,,PRUNED
150,0.4311479926109314,2023-07-10 10:26:38.567316,2023-07-10 10:26:40.669616,0 days 00:00:02.102300,0.11876360815087768,5,0.0001907273355860111,0.027144423448356464,0.45307299260843514,1.7500395708853211,1,,0.4311479926109314,,,,PRUNED
83,0.43112170696258545,2023-07-10 10:14:42.739277,2023-07-10 10:15:20.016626,0 days 00:00:37.277349,0.01504828625000131,3,0.0006076514531911804,0.0325656369849087,0.585700164906904,1.9506836286071227,2,11.0,0.43358343839645386,,,,COMPLETE
420,0.431083619594574,2023-07-10 11:13:31.673680,2023-07-10 11:13:33.917083,0 days 00:00:02.243403,0.08287923374632938,4,0.000175996281505149,0.02761834266489928,0.4204520486507213,2.9474726761182133,3,,0.431083619594574,,,,PRUNED
102,0.431068480014801,2023-07-10 10:17:59.276414,2023-07-10 10:18:01.380880,0 days 00:00:02.104466,0.016482132420503795,4,0.0004016083661753233,0.032993029360144144,0.5852564587842521,2.0690906306869064,1,,0.431068480014801,,,,PRUNED
155,0.43094170093536377,2023-07-10 10:26:57.561588,2023-07-10 10:26:59.624212,0 days 00:00:02.062624,0.02084667292726821,5,0.00037152501696495206,0.02516121689954147,0.5546502081797521,2.3052629064280072,2,,0.43094170093536377,,,,PRUNED
121,0.4308801293373108,2023-07-10 10:20:54.897674,2023-07-10 10:20:56.968459,0 days 00:00:02.070785,0.010949167485567814,3,0.00016986742939731922,0.0320032354426065,0.6831979140685819,2.1458477338448336,1,,0.4308801293373108,,,,PRUNED
117,0.43086373805999756,2023-07-10 10:20:06.478502,2023-07-10 10:20:11.992031,0 days 00:00:05.513529,0.032228713283557184,4,0.0009616480767113913,0.033996814168072896,0.5628962290600376,2.098119750959364,1,,0.43086373805999756,,,,PRUNED
361,0.43064385652542114,2023-07-10 11:05:05.692548,2023-07-10 11:05:12.155358,0 days 00:00:06.462810,0.02087552677033298,4,0.004001537079484072,0.019140677693287447,0.4776000988309395,0.2662959296365005,3,,0.43064385652542114,,,,PRUNED
81,0.4306238293647766,2023-07-10 10:14:05.515718,2023-07-10 10:14:08.583645,0 days 00:00:03.067927,0.012964095625435813,3,0.0002344842170260085,0.030108144715154838,0.5068539720864592,2.1603639862101165,3,,0.43248385190963745,0.4306238293647766,,,PRUNED
282,0.4305795133113861,2023-07-10 10:53:10.669355,2023-07-10 10:53:13.987342,0 days 00:00:03.317987,0.004621689073205832,5,0.000396606669837467,0.022551452348403507,0.4856583998742064,2.208927620558698,3,,0.4305795133113861,,,,PRUNED
380,0.4305565655231476,2023-07-10 11:09:50.355003,2023-07-10 11:09:53.491922,0 days 00:00:03.136919,0.0722295975999961,3,0.0015670506459590902,0.016170315384304905,0.5670102135352602,0.350786983340537,3,,0.4305565655231476,,,,PRUNED
135,0.43053102493286133,2023-07-10 10:23:20.137233,2023-07-10 10:23:23.149635,0 days 00:00:03.012402,0.0028457319462309068,4,0.0002027068459762978,0.033659800747936196,0.5233100222758371,1.9953973398198306,3,,0.4369381070137024,0.43053102493286133,,,PRUNED
296,0.43052107095718384,2023-07-10 10:55:34.704972,2023-07-10 10:55:37.039218,0 days 00:00:02.334246,0.061028778258018716,5,0.00020409964160737062,0.024275652777769097,0.38813063222966554,2.695557875426906,3,,0.43052107095718384,,,,PRUNED
163,0.4304896593093872,2023-07-10 10:27:29.408209,2023-07-10 10:27:31.449043,0 days 00:00:02.040834,0.015951305862797256,4,0.0003021125061840542,0.030650194289823886,0.5938159276552918,1.8473415092704735,1,,0.4304896593093872,,,,PRUNED
65,0.4304770231246948,2023-07-10 10:11:33.630568,2023-07-10 10:11:58.705510,0 days 00:00:25.074942,0.0016768580013251941,4,0.00039965503325670995,0.024404667146407745,0.4938086112811953,2.69263234943684,3,4.0,0.44089189171791077,,,,COMPLETE
425,0.43043968081474304,2023-07-10 11:13:43.835263,2023-07-10 11:13:50.222882,0 days 00:00:06.387619,0.01535616721231936,4,0.0017777404724060473,0.010703159746952566,0.7959103341277627,0.0054020389469923435,3,,0.43043968081474304,,,,PRUNED
113,0.4304336905479431,2023-07-10 10:19:58.636527,2023-07-10 10:20:00.677056,0 days 00:00:02.040529,0.00548089227413219,3,9.174409698451115e-06,0.02753907502245079,0.6384446867101724,1.9166774639426745,1,,0.4304336905479431,,,,PRUNED
173,0.43043237924575806,2023-07-10 10:29:28.624080,2023-07-10 10:29:30.821623,0 days 00:00:02.197543,0.02073397803064028,4,0.0005587520409386492,0.02410718270714736,0.5343615133046664,2.7365128485233474,3,,0.43043237924575806,,,,PRUNED
406,0.4304313063621521,2023-07-10 11:12:22.482538,2023-07-10 11:12:28.979465,0 days 00:00:06.496927,0.10481777511165416,4,0.0025610411460863687,0.016184223053910908,0.7157233263035424,0.14825348384686074,3,,0.4304313063621521,,,,PRUNED
49,0.4303686320781708,2023-07-10 10:06:22.211028,2023-07-10 10:06:27.948361,0 days 00:00:05.737333,0.02060804844898003,3,0.0005641795690942435,0.01867277872502726,0.6577417276328329,1.7757441746887814,1,,0.425224244594574,0.42695891857147217,0.4303686320781708,,PRUNED
320,0.43031978607177734,2023-07-10 10:58:01.491534,2023-07-10 10:58:03.694449,0 days 00:00:02.202915,0.005268303178514397,5,1.0137555050609268e-05,0.022911990309055552,0.38280596205806006,2.348425545984054,3,,0.43031978607177734,,,,PRUNED
318,0.43029990792274475,2023-07-10 10:57:25.486026,2023-07-10 10:57:58.172740,0 days 00:00:32.686714,0.026074545875366412,5,0.00018080461811653532,0.026059847573044453,0.49630322019725154,3.6494073076721336,3,9.0,0.4441513121128082,,,,COMPLETE
436,0.4302600920200348,2023-07-10 11:14:40.354343,2023-07-10 11:14:42.708191,0 days 00:00:02.353848,0.014174592778408535,4,0.0014699638932916337,0.018232626908435638,0.43433416144305714,0.4572960558362357,3,,0.4302600920200348,,,,PRUNED
460,0.43024924397468567,2023-07-10 11:19:36.484743,2023-07-10 11:19:38.885151,0 days 00:00:02.400408,0.08339554569352395,3,0.0001803793791263211,0.017898080206288663,0.3316032595524311,0.00487953113996728,3,,0.43024924397468567,,,,PRUNED
237,0.43012693524360657,2023-07-10 10:41:13.501530,2023-07-10 10:41:19.898050,0 days 00:00:06.396520,0.0062450913137169555,5,0.0004325657095732346,0.02041569043271889,0.46818387336916406,3.3663797939065154,3,,0.43012693524360657,,,,PRUNED
103,0.43007034063339233,2023-07-10 10:18:01.380880,2023-07-10 10:18:03.384421,0 days 00:00:02.003541,0.021305744434184662,3,7.109892537701739e-06,0.030674673899285066,0.4727753166275662,2.244522272401918,1,,0.43007034063339233,,,,PRUNED
143,0.42981886863708496,2023-07-10 10:26:06.667203,2023-07-10 10:26:09.523865,0 days 00:00:02.856662,0.029363128780928907,5,0.0003671809832750388,0.0218162123986934,0.5386810138934778,1.5669836081278008,1,,0.43353036046028137,0.42981886863708496,,,PRUNED
274,0.42962783575057983,2023-07-10 10:51:42.188918,2023-07-10 10:51:45.453098,0 days 00:00:03.264180,0.006048188190619977,5,0.0002014416104718391,0.01972507247076667,0.4689644431681002,2.5365615789808564,3,,0.4339381456375122,0.42962783575057983,,,PRUNED
200,0.4295129179954529,2023-07-10 10:35:02.222117,2023-07-10 10:35:05.619222,0 days 00:00:03.397105,0.037499747302486466,4,0.000414738664984599,0.0276335739719013,0.3992796486804326,3.1989144727416345,3,,0.4295129179954529,,,,PRUNED
387,0.42949679493904114,2023-07-10 11:10:11.664540,2023-07-10 11:10:14.708959,0 days 00:00:03.044419,0.14949675727749964,3,0.0008621391958669783,0.01808435148021752,0.5799633903359939,0.2602376995544252,3,,0.42949679493904114,,,,PRUNED
490,0.42940372228622437,2023-07-10 11:22:39.073924,2023-07-10 11:22:45.459955,0 days 00:00:06.386031,0.06547578157934147,3,0.0003489432749682211,0.020593639082383527,0.49462178011418506,2.6886788735635685,3,,0.42940372228622437,,,,PRUNED
261,0.42937198281288147,2023-07-10 10:48:58.537655,2023-07-10 10:49:01.775122,0 days 00:00:03.237467,0.015247409518830876,5,0.00038907582959386784,0.019583968468902653,0.45418235216483815,2.118954951261565,3,,0.43589821457862854,0.42937198281288147,,,PRUNED
369,0.42930418252944946,2023-07-10 11:06:33.782026,2023-07-10 11:06:35.943814,0 days 00:00:02.161788,0.010444942288524326,6,0.0006088693431503434,0.014588424419182738,0.40613301242975003,1.659741103615339,3,,0.42930418252944946,,,,PRUNED
148,0.42926281690597534,2023-07-10 10:26:29.999570,2023-07-10 10:26:32.887877,0 days 00:00:02.888307,0.04130623482065737,5,0.0008775335736183407,0.02598273380228873,0.5679645995880209,1.897266925998722,1,,0.43162235617637634,0.42926281690597534,,,PRUNED
196,0.42920684814453125,2023-07-10 10:34:17.833621,2023-07-10 10:34:24.161284,0 days 00:00:06.327663,0.021174768294278952,4,0.0005597242915731706,0.02576925917113188,0.43497593431941983,3.001552459059514,3,,0.42920684814453125,,,,PRUNED
283,0.42919737100601196,2023-07-10 10:53:13.988342,2023-07-10 10:53:20.332556,0 days 00:00:06.344214,0.015484998961280437,5,0.0019822093252356314,0.00609105074404458,0.1564038793317205,2.59369452504724,3,,0.42919737100601196,,,,PRUNED
335,0.42913496494293213,2023-07-10 10:59:57.010381,2023-07-10 11:00:00.148014,0 days 00:00:03.137633,0.02251573261888537,3,0.000530403867161256,0.049761185672009475,0.49916206185653406,2.573320089636877,3,,0.42913496494293213,,,,PRUNED
120,0.42913153767585754,2023-07-10 10:20:52.793870,2023-07-10 10:20:54.897674,0 days 00:00:02.103804,0.024255700998002026,4,0.000735695686202283,0.029788445719529558,0.5483152682045397,1.9947027940550655,3,,0.42913153767585754,,,,PRUNED
356,0.42910751700401306,2023-07-10 11:04:21.763566,2023-07-10 11:04:24.076966,0 days 00:00:02.313400,0.028362430786497906,4,0.0036572941063890124,0.018549147876818287,0.4362710632343811,0.1299943496102232,3,,0.42910751700401306,,,,PRUNED
227,0.42907053232192993,2023-07-10 10:39:00.473563,2023-07-10 10:39:02.671432,0 days 00:00:02.197869,0.009495757250227206,4,0.0004653558196145829,0.03134317144430722,0.51100914738653,3.0063918718407123,3,,0.42907053232192993,,,,PRUNED
164,0.42897260189056396,2023-07-10 10:27:31.449043,2023-07-10 10:27:33.425457,0 days 00:00:01.976414,0.022517883248594363,5,0.0001869884714739138,0.03265615842246699,0.5422814346045701,2.1540962175184597,1,,0.42897260189056396,,,,PRUNED
