number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_l2,params_learning_rate,params_loss_alpha,params_loss_gamma,params_n_hidden_layers,user_attrs_n_epochs,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
378,0.45032069087028503,2023-07-10 11:08:58.300829,2023-07-10 11:09:43.963058,0 days 00:00:45.662229,0.10479412677473299,3,0.00033704132404646376,0.015544002208909474,0.5333124838032423,0.34932885125349644,3,8.0,0.4378391206264496,0.4519963264465332,0.45741307735443115,,COMPLETE
72,0.45027029514312744,2023-07-10 10:12:18.549380,2023-07-10 10:12:51.375153,0 days 00:00:32.825773,0.013756169020006601,3,4.2302276688608436e-05,0.026639187996030076,0.6307447331409156,2.2981635109883576,3,10.0,0.4445556402206421,0.4523151218891144,0.45540332794189453,,COMPLETE
323,0.4501853883266449,2023-07-10 10:58:13.354837,2023-07-10 10:58:46.413787,0 days 00:00:33.058950,0.009494940804053166,4,2.767611801418719e-07,0.027397196141646672,0.5152826851825117,1.9376759204280518,3,7.0,0.44855350255966187,,,,COMPLETE
374,0.45016536116600037,2023-07-10 11:08:02.987307,2023-07-10 11:08:39.344778,0 days 00:00:36.357471,0.03089271300108644,3,0.0003429349010913048,0.01722065961269264,0.5111895483775621,0.029723106545679542,3,11.0,0.4557349979877472,,,,COMPLETE
234,0.45014688372612,2023-07-10 10:39:51.438577,2023-07-10 10:40:35.841702,0 days 00:00:44.403125,0.005653175388585903,4,5.98442953479805e-06,0.022636639570145205,0.49609413816776776,3.2810956348996587,3,19.0,0.43706995248794556,0.45748621225357056,,,COMPLETE
373,0.4500948488712311,2023-07-10 11:07:56.994625,2023-07-10 11:08:02.987307,0 days 00:00:05.992682,0.025237438254933527,3,0.0005316797199566864,0.01580865094250358,0.4941203736972524,1.0191013151095738,3,,0.4420270621776581,0.44955065846443176,0.4500948488712311,,PRUNED
96,0.4500872790813446,2023-07-10 10:16:36.493327,2023-07-10 10:17:10.264002,0 days 00:00:33.770675,0.007169523165965093,4,1.554083908941385e-05,0.031930401858637374,0.552167075120942,1.9178976873179885,1,14.0,0.4354955554008484,0.4468609094619751,0.45153993368148804,,COMPLETE
258,0.45001673698425293,2023-07-10 10:47:52.258668,2023-07-10 10:48:20.162900,0 days 00:00:27.904232,0.0069716232235953,5,1.780338034178857e-06,0.021829094660618453,0.47805368749295785,2.283210294330633,3,6.0,0.4508368968963623,0.45740413665771484,,,COMPLETE
60,0.4499995708465576,2023-07-10 10:09:13.131065,2023-07-10 10:09:45.342498,0 days 00:00:32.211433,0.0010095628524557157,4,2.33459635101951e-05,0.025299412439368802,0.5628929026031221,2.309711939015442,3,9.0,0.43657270073890686,0.452708899974823,0.4580005407333374,,COMPLETE
63,0.44994667172431946,2023-07-10 10:10:52.828622,2023-07-10 10:11:31.464212,0 days 00:00:38.635590,0.007633911427686822,4,2.2801204418921827e-05,0.025036717770066743,0.5591603807377907,2.7323098911093244,3,15.0,0.4382181763648987,0.4486445188522339,0.4554916024208069,,COMPLETE
45,0.449910432100296,2023-07-10 10:04:59.004207,2023-07-10 10:05:43.841582,0 days 00:00:44.837375,0.010124807185787559,3,1.055082023022349e-05,0.03116534628154899,0.6437054064337324,2.0082232183991353,1,17.0,0.44025975465774536,0.44946926832199097,0.4550895094871521,,COMPLETE
239,0.44985803961753845,2023-07-10 10:41:23.035700,2023-07-10 10:41:56.768053,0 days 00:00:33.732353,0.01239485592154849,5,4.5043160378380314e-07,0.021450040740305445,0.44608450688766316,2.2466789332358084,3,9.0,0.4579657018184662,,,,COMPLETE
343,0.44973912835121155,2023-07-10 11:01:33.827456,2023-07-10 11:02:03.611363,0 days 00:00:29.783907,0.017756352472942907,4,9.642635653312821e-06,0.030810745758659403,0.4324295283097713,0.07835730425345278,3,9.0,0.45340779423713684,0.4551216959953308,,,COMPLETE
252,0.4497208893299103,2023-07-10 10:45:48.950850,2023-07-10 10:46:27.461114,0 days 00:00:38.510264,0.009676064237445731,5,3.413807055593322e-06,0.0209156888368855,0.46543780759587716,2.4519917398541202,3,11.0,0.4510079026222229,0.4567396640777588,,,COMPLETE
241,0.44968244433403015,2023-07-10 10:41:58.929517,2023-07-10 10:42:29.534215,0 days 00:00:30.604698,0.0013404302016223535,5,4.1393726861595e-06,0.021518843187557545,0.5030651066409849,2.2670963525628793,3,6.0,0.43402302265167236,0.4514027535915375,0.45559605956077576,,COMPLETE
348,0.44967469573020935,2023-07-10 11:02:14.409510,2023-07-10 11:02:49.214356,0 days 00:00:34.804846,0.014357741407990017,4,7.554256133702478e-06,0.027674162371699996,0.4592991930172152,0.24813229569535186,3,9.0,0.4564858675003052,0.45961251854896545,0.45907115936279297,,COMPLETE
242,0.44966790080070496,2023-07-10 10:42:29.535216,2023-07-10 10:43:05.838073,0 days 00:00:36.302857,0.005166525552027915,5,1.6616394112561954e-05,0.02221991661525449,0.4996658946097628,2.2920867313270636,3,10.0,0.43974316120147705,0.45137450098991394,0.4582403302192688,,COMPLETE
367,0.44966018199920654,2023-07-10 11:06:00.085925,2023-07-10 11:06:30.701012,0 days 00:00:30.615087,0.015928461847637913,4,1.6798395461958167e-06,0.0204972091967493,0.6302570668869325,1.2958814710850972,3,7.0,0.451321005821228,0.45649397373199463,0.45810210704803467,,COMPLETE
187,0.4496426582336426,2023-07-10 10:32:43.759366,2023-07-10 10:33:19.147896,0 days 00:00:35.388530,0.02401110777265191,4,1.2313824666839494e-05,0.02640147226760484,0.3978159955053496,3.1158110178315663,3,11.0,0.4493710398674011,0.45732951164245605,,,COMPLETE
138,0.4496283531188965,2023-07-10 10:23:51.330408,2023-07-10 10:24:23.917217,0 days 00:00:32.586809,0.014727434005492548,5,2.551959356140962e-07,0.026465533036975276,0.5368098678205435,2.045894259228422,1,14.0,0.44199371337890625,0.45644357800483704,,,COMPLETE
245,0.449558824300766,2023-07-10 10:44:08.122326,2023-07-10 10:44:40.135754,0 days 00:00:32.013428,0.0038443753193522804,5,1.303155093979282e-06,0.02095520926664128,0.48044170209807147,2.292604171182143,3,9.0,0.4337471127510071,0.4439344108104706,0.4580642879009247,,COMPLETE
222,0.449491947889328,2023-07-10 10:38:37.054477,2023-07-10 10:38:43.337789,0 days 00:00:06.283312,0.05685531445329497,4,7.375517215995551e-05,0.027238676997125132,0.7650599261609007,3.1851468125083353,3,,0.4361157715320587,0.449491947889328,,,PRUNED
204,0.4494912922382355,2023-07-10 10:35:48.757257,2023-07-10 10:36:28.341009,0 days 00:00:39.583752,0.04295699996420961,4,2.498560542661301e-06,0.025118929712344976,0.36536715323458,3.348223605127698,3,14.0,0.43955686688423157,0.457497239112854,,,COMPLETE
302,0.44945842027664185,2023-07-10 10:56:25.423788,2023-07-10 10:56:31.871453,0 days 00:00:06.447665,0.014517853540726211,5,0.00015205255043824185,0.022596351838118253,0.43391668805053896,2.4895054440868707,3,,0.4440560042858124,0.45071303844451904,0.44945842027664185,,PRUNED
244,0.4494258463382721,2023-07-10 10:43:36.660977,2023-07-10 10:44:08.121326,0 days 00:00:31.460349,0.0016292925806094167,5,6.196891994990681e-08,0.02212886851705806,0.48529483560844183,2.315085071028745,3,8.0,0.44673818349838257,0.45787501335144043,,,COMPLETE
399,0.4494083821773529,2023-07-10 11:10:50.324611,2023-07-10 11:11:22.438255,0 days 00:00:32.113644,0.027980485745891966,4,0.00019984528217725209,0.025603566000332933,0.46578882427253626,1.3440971238341177,3,11.0,0.4358406066894531,0.4470302164554596,0.4565431475639343,,COMPLETE
358,0.4493922293186188,2023-07-10 11:04:27.446521,2023-07-10 11:05:00.203321,0 days 00:00:32.756800,0.022793024381986084,4,6.923726805616289e-07,0.025240838410519925,0.4103083393460614,1.4666103643623174,3,9.0,0.44922566413879395,0.4569638967514038,0.4578342139720917,,COMPLETE
74,0.4492574632167816,2023-07-10 10:12:57.122295,2023-07-10 10:13:32.644234,0 days 00:00:35.521939,0.02528877832382026,3,6.58062081228332e-06,0.031079885340267975,0.5392174520969132,2.137782964644729,3,10.0,0.44135230779647827,0.4466506540775299,0.45654070377349854,,COMPLETE
202,0.4491901099681854,2023-07-10 10:35:07.868556,2023-07-10 10:35:45.557423,0 days 00:00:37.688867,0.014926824266646346,4,3.3537155848726e-06,0.025348248780153723,0.3561823413781911,3.379170037718868,3,10.0,0.43661320209503174,0.4538414478302002,0.4537407457828522,,COMPLETE
449,0.4489637315273285,2023-07-10 11:17:09.029738,2023-07-10 11:18:16.154665,0 days 00:01:07.124927,0.014869206069241376,3,0.0005706681022014641,0.01291915517418436,0.4104318545777642,1.1769627818198851,3,32.0,0.4529763162136078,0.4531058967113495,,,COMPLETE
461,0.4487435817718506,2023-07-10 11:19:38.885151,2023-07-10 11:20:19.609881,0 days 00:00:40.724730,0.12359782300291504,3,0.0004849606852239038,0.015738883253182016,0.410120933853647,0.1230534868206982,3,13.0,0.4327787160873413,0.44622617959976196,0.4568503797054291,,COMPLETE
272,0.44872450828552246,2023-07-10 10:51:29.213966,2023-07-10 10:51:35.567023,0 days 00:00:06.353057,0.006078069472093217,5,0.00018213931605740575,0.018432188003311485,0.419765982158554,2.461842423732681,3,,0.44871169328689575,0.44872450828552246,,,PRUNED
61,0.4486198425292969,2023-07-10 10:09:45.342498,2023-07-10 10:10:20.575855,0 days 00:00:35.233357,0.002668682690516331,4,2.448574971295294e-08,0.02486859166001749,0.5595615641127679,2.296415261455052,3,9.0,0.456333190202713,,,,COMPLETE
289,0.44854459166526794,2023-07-10 10:54:10.072354,2023-07-10 10:54:43.166587,0 days 00:00:33.094233,0.005698376096787581,5,4.532843547478009e-07,0.022802888104159622,0.4113733952914649,2.51442397708776,3,10.0,0.43720918893814087,0.45368492603302,,,COMPLETE
235,0.44850480556488037,2023-07-10 10:40:35.842701,2023-07-10 10:41:10.277769,0 days 00:00:34.435068,0.0010989307795595954,5,4.059961278826118e-06,0.02287171907431401,0.4948583117964799,3.390156882835726,3,11.0,0.4327642619609833,0.4499102830886841,0.45338907837867737,,COMPLETE
95,0.4482644498348236,2023-07-10 10:16:04.373215,2023-07-10 10:16:36.492327,0 days 00:00:32.119112,0.006790427902214258,4,6.5913449243289755e-06,0.03165854874031772,0.5418874667835212,2.18885189876417,1,12.0,0.4323282241821289,0.4500626027584076,0.45313096046447754,,COMPLETE
54,0.44823357462882996,2023-07-10 10:07:16.967485,2023-07-10 10:08:23.736801,0 days 00:01:06.769316,0.013107066437663704,3,2.174445560615863e-05,0.029075041341195856,0.7977836566168903,2.3105644527252407,1,32.0,0.43323689699172974,0.43288278579711914,0.44688329100608826,,COMPLETE
285,0.44821467995643616,2023-07-10 10:53:26.707089,2023-07-10 10:54:01.239415,0 days 00:00:34.532326,0.00996000910282929,5,0.00023128512501840434,0.018635090683456545,0.4647865359658327,2.084957782151655,3,11.0,0.45148903131484985,,,,COMPLETE
216,0.4481205940246582,2023-07-10 10:37:47.221591,2023-07-10 10:38:21.738193,0 days 00:00:34.516602,0.04983597893202653,4,1.572711679398766e-05,0.023485601329796987,0.7281536153378307,3.249193536329906,3,10.0,0.4390895962715149,0.4572519063949585,,,COMPLETE
51,0.4480888545513153,2023-07-10 10:06:30.034465,2023-07-10 10:07:10.828949,0 days 00:00:40.794484,0.03367719461058072,5,3.850265809158933e-05,0.026967717160582015,0.7957979737320025,2.3260435592427937,1,13.0,0.4335825741291046,0.4445854425430298,0.45221465826034546,,COMPLETE
441,0.4479904770851135,2023-07-10 11:15:38.910635,2023-07-10 11:15:45.423595,0 days 00:00:06.512960,0.019534050980998665,3,2.978479147057938e-06,0.02086606266374387,0.8269760786896416,0.07800719868811501,3,,0.43569695949554443,0.4479904770851135,,,PRUNED
248,0.4476339817047119,2023-07-10 10:44:46.603422,2023-07-10 10:45:24.915386,0 days 00:00:38.311964,0.0014564186549376383,5,1.608908008547673e-07,0.02189665598028365,0.499849542495735,2.128910349897207,3,13.0,0.45271384716033936,,,,COMPLETE
351,0.44715389609336853,2023-07-10 11:02:53.515226,2023-07-10 11:03:23.498141,0 days 00:00:29.982915,0.010859027143654956,4,0.00030908486241444996,0.030767104974141007,0.47464158279550994,0.17246369257062832,3,10.0,0.45652326941490173,,,,COMPLETE
364,0.4469814598560333,2023-07-10 11:05:16.799002,2023-07-10 11:05:51.174543,0 days 00:00:34.375541,0.08650926739613947,4,0.00040295433840198603,0.027492525419537825,0.4223247067338965,0.29187117225709003,2,10.0,0.4510655999183655,,,,COMPLETE
142,0.4469558298587799,2023-07-10 10:25:30.245404,2023-07-10 10:26:06.667203,0 days 00:00:36.421799,0.032196715915638045,5,0.00018677711824857456,0.024415170472100987,0.5362615726163952,1.6190352099568968,1,11.0,0.4364928901195526,0.44942617416381836,0.455588698387146,,COMPLETE
277,0.44670286774635315,2023-07-10 10:52:23.430593,2023-07-10 10:52:53.485657,0 days 00:00:30.055064,0.01381958919307112,5,5.234429603501965e-06,0.021385139826601108,0.5045308923142471,2.3766077836521275,3,7.0,0.45658427476882935,,,,COMPLETE
254,0.44651123881340027,2023-07-10 10:46:33.798885,2023-07-10 10:47:08.897717,0 days 00:00:35.098832,0.011476362377598708,5,0.00020217413856263777,0.022163220264337966,0.4443778091804289,2.469219036463987,3,11.0,0.45317527651786804,,,,COMPLETE
322,0.44613486528396606,2023-07-10 10:58:06.968489,2023-07-10 10:58:13.353837,0 days 00:00:06.385348,0.043102833748857344,5,0.00018204594556634257,0.03385984099085598,0.4469711377560589,2.2463250280748457,3,,0.4372020959854126,0.44613486528396606,,,PRUNED
394,0.44579797983169556,2023-07-10 11:10:37.803353,2023-07-10 11:10:40.981604,0 days 00:00:03.178251,0.023796829129412507,3,0.00041541323890913954,0.016210190031926325,0.5079061471781374,0.004511126543345675,3,,0.43663549423217773,0.44579797983169556,,,PRUNED
140,0.44543835520744324,2023-07-10 10:24:26.051792,2023-07-10 10:24:55.962037,0 days 00:00:29.910245,0.02980542403700042,5,0.0001857898806045254,0.024744874624879086,0.5369198171865754,1.673775903161745,1,10.0,0.4369075894355774,0.45495522022247314,,,COMPLETE
291,0.44518786668777466,2023-07-10 10:54:45.424876,2023-07-10 10:54:51.754667,0 days 00:00:06.329791,0.01811211193185147,5,0.00034727358808030894,0.021889681809750598,0.3973493882129592,2.2751409912090206,3,,0.43938106298446655,0.44518786668777466,,,PRUNED
266,0.44510921835899353,2023-07-10 10:50:00.594029,2023-07-10 10:50:39.955137,0 days 00:00:39.361108,0.0195516966123711,5,0.00019058061037465198,0.019131564269348495,0.41049181675841184,2.2444909374177704,3,11.0,0.4448915123939514,0.45533251762390137,,,COMPLETE
338,0.4447227120399475,2023-07-10 11:00:08.339481,2023-07-10 11:00:14.647602,0 days 00:00:06.308121,0.02993427359014507,6,0.00037290281918444536,0.019923842888029362,0.426635583594996,2.6999971352198218,3,,0.43850260972976685,0.4447227120399475,,,PRUNED
188,0.44465014338493347,2023-07-10 10:33:19.147896,2023-07-10 10:33:49.285616,0 days 00:00:30.137720,0.05751296468361608,4,5.680092726052043e-06,0.02639757600710845,0.37803408576894076,3.1370577356584115,3,9.0,0.4351668953895569,0.44405418634414673,0.45729196071624756,,COMPLETE
171,0.4445864260196686,2023-07-10 10:28:18.235161,2023-07-10 10:28:54.596626,0 days 00:00:36.361465,0.010904545646499942,4,0.00015634404206159847,0.025497632133434627,0.5275666392459092,2.7513845733269147,3,12.0,0.44140684604644775,0.4571506679058075,,,COMPLETE
299,0.44433724880218506,2023-07-10 10:55:45.614134,2023-07-10 10:56:16.839225,0 days 00:00:31.225091,0.0761536796012928,5,4.756720125805318e-06,0.02341584645026899,0.6703141969105242,2.0530610630103494,3,5.0,0.4445333480834961,0.45086419582366943,0.45965197682380676,,COMPLETE
133,0.44410860538482666,2023-07-10 10:22:41.410514,2023-07-10 10:23:14.329585,0 days 00:00:32.919071,0.0059415170945957075,4,0.00021101027434695664,0.03361155256312696,0.5378079213604908,2.005902079894799,3,12.0,0.4439876675605774,0.45203644037246704,,,COMPLETE
280,0.4438965320587158,2023-07-10 10:53:02.008275,2023-07-10 10:53:08.475830,0 days 00:00:06.467555,0.010748414608131553,5,0.00020696203126469194,0.021751561588758028,0.4398705480347922,2.7144328878224453,3,,0.43967413902282715,0.4461950957775116,0.4438965320587158,,PRUNED
410,0.44342321157455444,2023-07-10 11:12:54.281702,2023-07-10 11:12:57.725337,0 days 00:00:03.443635,0.06781043067911184,3,0.0003325901446036888,0.014286779152046339,0.6041805278693956,0.31886917275356996,3,,0.4375576376914978,0.44342321157455444,,,PRUNED
180,0.44327035546302795,2023-07-10 10:30:16.310542,2023-07-10 10:30:47.998776,0 days 00:00:31.688234,0.03786457466649777,4,1.8334128360011155e-05,0.027539770293522177,0.44793482202908724,2.962593829972227,3,9.0,0.4387701153755188,0.44191572070121765,0.4584372043609619,0.4512903094291687,COMPLETE
141,0.44307422637939453,2023-07-10 10:24:55.963047,2023-07-10 10:25:30.237402,0 days 00:00:34.274355,0.027905625103876005,5,0.000248911245603827,0.024681511987591918,0.5452955541541106,1.7208555698588093,1,12.0,0.4370006322860718,0.45057153701782227,,,COMPLETE
111,0.4428623616695404,2023-07-10 10:19:07.387336,2023-07-10 10:19:45.125223,0 days 00:00:37.737887,0.013340337951822705,3,0.00017991640152429666,0.03234396201830432,0.5924946837483441,2.1768617700784865,1,11.0,0.4442813992500305,0.45282167196273804,,,COMPLETE
