number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_l1_reg,params_l2_reg,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
336,0.574085960031008,2023-04-26 13:53:25.761612,2023-04-26 13:53:29.747624,0 days 00:00:03.986012,0.7075650092811545,0.11331998860888251,0.02716360285158177,0.8137825905505238,0.28597721210639465,4,16,0.774741834959645,0.5927290386508238,0.5716902072489825,0.5779198504245234,,COMPLETE
525,0.5741348088647845,2023-04-26 13:57:34.093382,2023-04-26 13:57:38.140335,0 days 00:00:04.046953,0.6970880226564024,0.14029688843556623,0.2675945556234039,1.522898043349965,0.22948482914436966,4,8,0.9250289089052322,0.5742790987802565,,,,COMPLETE
187,0.5741454248400917,2023-04-26 13:50:02.880349,2023-04-26 13:50:06.864863,0 days 00:00:03.984514,0.7065450034328269,0.04094987818165823,0.030429451786898952,0.9895866860122638,0.29542182962030755,4,15,0.7791761593914418,0.6149550049954345,0.591617287589113,0.5715337008102043,0.5768779599790079,COMPLETE
130,0.5743202864977677,2023-04-26 13:48:42.006908,2023-04-26 13:48:46.080607,0 days 00:00:04.073699,0.5991946073018821,0.15114784464898184,0.057464367009057174,0.9791754986860405,0.22842199523576392,4,11,0.8020853483067617,0.573676535278669,,,,COMPLETE
243,0.5743220373421746,2023-04-26 13:51:20.658112,2023-04-26 13:51:24.625290,0 days 00:00:03.967178,0.600036425998493,0.16071750915918673,0.03683984262416429,0.9739282932852453,0.299955071870918,4,18,0.8207951895005944,0.5747380273164434,,,,COMPLETE
160,0.5743725288262005,2023-04-26 13:49:25.408074,2023-04-26 13:49:29.498008,0 days 00:00:04.089934,0.7041719850866021,0.13618541750965613,0.05699158361073506,1.0631029203448403,0.28356595545974517,5,17,0.7904415287750365,0.6141444810038917,0.5901406622809403,0.5722352071611775,0.5790715763851084,COMPLETE
317,0.5743838869039036,2023-04-26 13:53:04.235116,2023-04-26 13:53:05.423688,0 days 00:00:01.188572,0.6350809604035478,0.16235172429919648,0.012907888556074595,0.6615051588475944,0.2939127458225654,5,14,0.7708985507052947,0.6123570308059159,0.5908201395564767,0.5743838869039036,,PRUNED
413,0.5744180231873309,2023-04-26 13:55:07.268981,2023-04-26 13:55:11.107049,0 days 00:00:03.838068,0.5287074298566871,0.040096901943834154,0.2214757580254625,0.893253071878562,0.2005102039993018,3,13,0.8257565362990393,0.5729850062555104,,,,COMPLETE
195,0.5744668961032299,2023-04-26 13:50:17.999343,2023-04-26 13:50:22.092328,0 days 00:00:04.092985,0.7084424019166783,0.04523417058629516,0.01962009581278452,0.9444651571646216,0.19194271812681757,4,14,0.7286234722351506,0.5752685662426718,,,,COMPLETE
209,0.5744802547005533,2023-04-26 13:50:36.778768,2023-04-26 13:50:40.849744,0 days 00:00:04.070976,0.7019000320598221,0.045383274161798465,0.046688878169045996,0.8901888042223927,0.26311798499947675,4,3,0.8253865150980123,0.5756303013901798,0.5770363560892472,,,COMPLETE
465,0.5745245951865524,2023-04-26 13:56:09.860743,2023-04-26 13:56:13.805157,0 days 00:00:03.944414,0.7045780507998657,0.11892832641491273,0.04381690406519901,0.8319045782452205,0.29636534538924797,4,6,0.7426210599004508,0.6148202222918235,0.5913181500559993,0.5724570391535682,0.5769091243389469,COMPLETE
138,0.5745388185195816,2023-04-26 13:48:54.133051,2023-04-26 13:48:58.265718,0 days 00:00:04.132667,0.6703357538474223,0.13286114054115708,0.03242248609748124,1.1496679069372047,0.1809759662978829,4,15,0.8286685303930407,0.5738793003041857,,,,COMPLETE
341,0.5745599060676917,2023-04-26 13:53:36.951799,2023-04-26 13:53:40.970756,0 days 00:00:04.018957,0.7104224905167741,0.08664780604955812,0.02906492606876257,0.8285429062566785,0.29493762396320816,4,5,0.7495627685696573,0.5917286454863863,0.5731743958669212,0.5790150760132553,,COMPLETE
163,0.5745729100279688,2023-04-26 13:49:31.787465,2023-04-26 13:49:35.933083,0 days 00:00:04.145618,0.675740097747022,0.1230031162100868,0.052907754880111964,0.9676887287801904,0.2941007767519189,4,18,0.779320273684811,0.6151502473855892,0.5918517186884246,0.5732645468817229,0.5761494203597658,COMPLETE
626,0.5746209573901403,2023-04-26 13:59:35.539493,2023-04-26 13:59:36.710086,0 days 00:00:01.170593,0.6926411272987321,0.036243465138608745,0.059842050310271365,1.3876518220521399,0.2999862743782648,5,7,0.85616021466748,0.6116699523474732,0.5898063091308533,0.5746209573901403,,PRUNED
436,0.5746490602214456,2023-04-26 13:55:35.633870,2023-04-26 13:55:36.849459,0 days 00:00:01.215589,0.6975910135827064,0.028122173935309084,0.4289638161146731,0.8327367981917005,0.2596049934071426,6,3,0.7975747171673451,0.6169869931360167,0.593142194213308,0.5746490602214456,,PRUNED
357,0.5746590992925212,2023-04-26 13:53:57.860203,2023-04-26 13:54:01.826203,0 days 00:00:03.966000,0.6743891638922994,0.10018729058499905,0.08045358921857478,0.4878215110881289,0.19732152260299973,4,5,0.7499746151413255,0.5741957965053314,,,,COMPLETE
283,0.5746772331039351,2023-04-26 13:52:22.644657,2023-04-26 13:52:26.619550,0 days 00:00:03.974893,0.6973340852775126,0.04335562106204004,0.01921870264367912,1.2413431515919768,0.2961160286387117,4,13,0.7633505859139785,0.6149392961085556,0.5916631244411681,0.5729362566323044,0.5777675858617402,COMPLETE
39,0.5747696186397498,2023-04-26 13:46:00.935801,2023-04-26 13:46:05.307444,0 days 00:00:04.371643,0.7084488770150347,0.05800179431173858,0.035392029409818206,0.8860860037383184,0.163909237203967,6,10,0.751006771003805,0.5785238848727905,0.579768771322182,,,COMPLETE
233,0.5747697853309855,2023-04-26 13:51:06.725693,2023-04-26 13:51:10.625955,0 days 00:00:03.900262,0.6000224533876266,0.12398803255032954,0.02653570172013762,0.8743704773100749,0.2998905240240274,4,19,0.8192253466556677,0.5748101864583692,,,,COMPLETE
59,0.5747804272661453,2023-04-26 13:46:36.829771,2023-04-26 13:46:40.755502,0 days 00:00:03.925731,0.7015110314727022,0.13291880325746605,0.043057743541740724,1.0669518467291481,0.24879224815327622,5,18,0.8218185731719216,0.6204194766158014,0.5967209358977039,0.5737715785102752,0.5790738879841625,COMPLETE
40,0.574800237289366,2023-04-26 13:46:05.308444,2023-04-26 13:46:09.292602,0 days 00:00:03.984158,0.707172788461954,0.05839961217439741,0.03616022380448773,0.8775606717689965,0.16069502296510493,4,20,0.7409439618555641,0.5749974991397698,0.5786828251239818,,,COMPLETE
155,0.5748217828535741,2023-04-26 13:49:19.698524,2023-04-26 13:49:20.866798,0 days 00:00:01.168274,0.6945498378846789,0.1479019377915789,0.04889446097122239,1.1088065584786155,0.2935159727587531,4,14,0.8581015928993239,0.6157000703615584,0.5938507056460741,0.5748217828535741,,PRUNED
94,0.5748444507097998,2023-04-26 13:47:48.283337,2023-04-26 13:47:52.403089,0 days 00:00:04.119752,0.6471608287120376,0.13110681346863204,0.04924050093170765,1.004029339594676,0.28840877935216863,5,17,0.8201469016860201,0.6132473443039713,0.5899850287245558,0.5739882116482493,0.5789699020282304,COMPLETE
812,0.5748477534496536,2023-04-26 14:03:38.043384,2023-04-26 14:03:41.987847,0 days 00:00:03.944463,0.5602236840783816,0.03451981486390467,0.06625707114371872,1.3882138624967375,0.2351389389509263,4,12,0.8718159633353866,0.5747634280522657,,,,COMPLETE
276,0.5749286499991295,2023-04-26 13:52:12.141554,2023-04-26 13:52:16.118057,0 days 00:00:03.976503,0.6996516312401783,0.09367054418804521,0.01501293920893458,0.5998974207786049,0.260378826099735,4,15,0.7418171816550212,0.5753513329196412,0.5753695715716685,,,COMPLETE
81,0.5749501493358928,2023-04-26 13:47:24.524666,2023-04-26 13:47:25.727188,0 days 00:00:01.202522,0.658219398635067,0.19043895025902582,0.04289120175541681,1.0430241952399255,0.2883721382536608,4,15,0.8543951488663273,0.6162595461436331,0.594469067130374,0.5749501493358928,,PRUNED
63,0.5749563602025025,2023-04-26 13:46:47.207157,2023-04-26 13:46:51.091305,0 days 00:00:03.884148,0.6534575407476092,0.14519137611470936,0.028892771743753137,0.9427324870645801,0.2715827532261209,4,16,0.7662594770326105,0.595392762828988,0.5750604425881424,0.5758747398734061,,COMPLETE
190,0.5749678974350656,2023-04-26 13:50:09.179041,2023-04-26 13:50:13.278317,0 days 00:00:04.099276,0.6696016011283864,0.03661864707642123,0.015561718571017881,0.8611886998123115,0.2957128959308345,4,15,0.7523439701832281,0.6148946972341902,0.5919139270801279,0.5736531689231321,0.577734362832571,COMPLETE
71,0.5749788991707584,2023-04-26 13:47:04.666525,2023-04-26 13:47:08.669340,0 days 00:00:04.002815,0.638563356388286,0.14570211881923906,0.03877268786468803,0.9839491061023301,0.29981836903624937,4,18,0.8175107032827201,0.5742125760207826,0.5788222924025755,,,COMPLETE
307,0.5751310810473612,2023-04-26 13:52:52.895811,2023-04-26 13:52:54.048909,0 days 00:00:01.153098,0.6962166070125483,0.05883623162792466,0.031279516658130356,1.1893815170678166,0.29491681968384453,5,8,0.7646730928914691,0.6127842109094862,0.590953958123985,0.5751310810473612,,PRUNED
37,0.5751486563000947,2023-04-26 13:45:55.898491,2023-04-26 13:45:59.854069,0 days 00:00:03.955578,0.672963738540331,0.04616891577194869,0.020958870592266893,0.9507371408367056,0.18708596859986903,4,10,0.7620783227871482,0.6122530692096946,0.5813323740339584,0.5753048781847253,,COMPLETE
91,0.5751542964176108,2023-04-26 13:47:42.055454,2023-04-26 13:47:46.071375,0 days 00:00:04.015921,0.6624149666961323,0.13057082826113045,0.047427980423686567,1.0458621640883696,0.2914765823925691,4,15,0.8379333627931568,0.575557214476378,0.57672996944476,,,COMPLETE
225,0.5751682643339587,2023-04-26 13:50:57.702955,2023-04-26 13:50:58.883054,0 days 00:00:01.180099,0.6502543485125055,0.04568381106702367,0.03468070773426124,1.1228303595970663,0.2906563237327579,5,15,0.7522324788538859,0.6130426361600456,0.5908356207465717,0.5751682643339587,,PRUNED
448,0.5751973597597326,2023-04-26 13:55:50.224723,2023-04-26 13:55:51.382253,0 days 00:00:01.157530,0.646266106993892,0.07345241756435414,0.11496369540432191,0.8561839376457296,0.28656547228832496,4,15,0.7687071352932972,0.6168350493770663,0.5936142977907954,0.5751973597597326,,PRUNED
249,0.5752072354612647,2023-04-26 13:51:30.185938,2023-04-26 13:51:34.185702,0 days 00:00:03.999764,0.7004192985370455,0.17304349970350286,0.06785172318050298,1.082843377967293,0.26230508599554064,4,14,0.9040710748997369,0.5745004048679251,0.57579854617428,,,COMPLETE
69,0.5753577002753182,2023-04-26 13:46:59.712815,2023-04-26 13:47:03.559730,0 days 00:00:03.846915,0.6450102333616419,0.13981498357639383,0.05532371438535591,1.0234620365688234,0.29742332753514666,4,18,0.8163443401130032,0.6145577833081208,0.5934516534924116,0.5746725641128577,0.5785707624386798,COMPLETE
771,0.5753586710039925,2023-04-26 14:02:48.151114,2023-04-26 14:02:52.273020,0 days 00:00:04.121906,0.5626825461126185,0.0369829073906376,0.023840835313319705,1.5185379627219069,0.2504601214745913,3,9,0.999711776216616,0.574989169305285,,,,COMPLETE
378,0.5753715840272445,2023-04-26 13:54:24.697812,2023-04-26 13:54:25.846903,0 days 00:00:01.149091,0.6981965250892169,0.03623309386677666,0.02050250720802264,1.9876251140944068,0.29396933905101436,4,18,0.7943781077927892,0.5935187343772966,0.5753715840272445,,,PRUNED
64,0.5754515798792057,2023-04-26 13:46:51.092305,2023-04-26 13:46:52.195890,0 days 00:00:01.103585,0.6528468820500882,0.1429701789012231,0.02843669342551507,0.942520997014108,0.27963723740738666,4,16,0.7690387895855866,0.6179248787531312,0.5948225576652333,0.5754515798792057,,PRUNED
113,0.5754720228390111,2023-04-26 13:48:19.645010,2023-04-26 13:48:20.823121,0 days 00:00:01.178111,0.6918452094412105,0.19824192594495185,0.05076693150021347,1.065519170075725,0.2718370890365576,5,13,0.8725033019022701,0.6167269648184819,0.5932682521438933,0.5754720228390111,,PRUNED
