number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_l2,params_learning_rate,params_n_hidden_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
123,1.0003957748413086,2023-04-24 16:57:10.420886,2023-04-24 16:57:17.571820,0 days 00:00:07.150934,0.04116308477567609,16,0.000978696802322559,0.00419944658346856,3,1.0003957748413086,,,,PRUNED
310,1.000570297241211,2023-04-24 17:12:10.306335,2023-04-24 17:12:17.207107,0 days 00:00:06.900772,0.027561453952672232,4,0.00047097130481238306,0.006908974852692521,3,1.0094331502914429,1.000570297241211,,,PRUNED
437,1.0007143020629883,2023-04-24 17:22:16.672467,2023-04-24 17:22:21.058956,0 days 00:00:04.386489,0.034704519304194395,12,0.00011082190027095678,0.008135623126511705,3,1.0007143020629883,,,,PRUNED
430,1.0007461309432983,2023-04-24 17:22:02.629371,2023-04-24 17:22:06.844878,0 days 00:00:04.215507,0.03329521385341683,10,0.0008180086861606954,0.01995595928649555,2,1.0007461309432983,,,,PRUNED
487,1.0007470846176147,2023-04-24 17:27:23.594687,2023-04-24 17:27:30.923663,0 days 00:00:07.328976,0.06037218988359528,4,0.0041108061796986586,0.007382424921129846,3,1.0007470846176147,,,,PRUNED
169,1.000773310661316,2023-04-24 16:59:30.613716,2023-04-24 16:59:34.891873,0 days 00:00:04.278157,0.04389152201365355,8,0.0007920022913503831,0.0027554410204699057,3,1.0039268732070923,1.000773310661316,,,PRUNED
222,1.001023769378662,2023-04-24 17:04:21.656844,2023-04-24 17:04:28.289858,0 days 00:00:06.633014,0.043000686819744824,16,0.0005729753483214525,0.002162447093142375,3,1.0053240060806274,1.001023769378662,,,PRUNED
316,1.0011119842529297,2023-04-24 17:12:43.411798,2023-04-24 17:12:55.208050,0 days 00:00:11.796252,0.01918617082502453,6,0.0004918572925248329,0.006372434303066298,3,0.9995097517967224,0.9928014278411865,,,COMPLETE
216,1.0012010335922241,2023-04-24 17:03:56.938445,2023-04-24 17:04:03.264840,0 days 00:00:06.326395,0.053558477064403226,20,0.00028080239850329446,0.0036809478636823448,1,1.0045124292373657,1.0012010335922241,,,PRUNED
234,1.00127375125885,2023-04-24 17:05:09.939429,2023-04-24 17:05:16.674821,0 days 00:00:06.735392,0.01366560478138755,12,0.0023882654794166454,0.0021832933786559774,3,1.0062114000320435,1.00127375125885,,,PRUNED
278,1.0013229846954346,2023-04-24 17:08:32.212488,2023-04-24 17:08:38.641160,0 days 00:00:06.428672,0.09565177590329742,14,0.0013939173310178316,0.012310525957939255,2,1.0013229846954346,,,,PRUNED
159,1.0013384819030762,2023-04-24 16:59:07.506352,2023-04-24 16:59:11.731580,0 days 00:00:04.225228,0.03078007142914951,18,0.0008868907995980335,0.002251039655926459,2,1.0102776288986206,1.002897024154663,1.0013384819030762,,PRUNED
109,1.001529574394226,2023-04-24 16:55:51.961380,2023-04-24 16:55:58.213016,0 days 00:00:06.251636,0.030371258684556625,12,0.00023437925629952097,0.0016380443469426573,2,1.0035616159439087,1.001529574394226,,,PRUNED
328,1.0015532970428467,2023-04-24 17:14:28.650765,2023-04-24 17:14:35.359360,0 days 00:00:06.708595,0.016923883832835475,8,0.00023894513051970532,0.0054436919554179414,3,1.0049198865890503,1.0015532970428467,,,PRUNED
397,1.0015547275543213,2023-04-24 17:19:23.193861,2023-04-24 17:19:27.506809,0 days 00:00:04.312948,0.039603293326628014,4,0.00022579761720590386,0.005262648447510177,3,1.0127151012420654,1.0039315223693848,1.0015547275543213,,PRUNED
44,1.001685619354248,2023-04-24 16:51:11.838580,2023-04-24 16:51:27.701948,0 days 00:00:15.863368,0.06270203081525669,2,0.0005140742060998224,0.007539264653591619,1,1.0155422687530518,1.0028754472732544,1.0026087760925293,1.001685619354248,PRUNED
476,1.0018047094345093,2023-04-24 17:26:39.668799,2023-04-24 17:26:46.616390,0 days 00:00:06.947591,0.03993319146378418,4,0.00037977100750018807,0.004223053441299352,2,1.008657693862915,1.0018047094345093,,,PRUNED
462,1.0019506216049194,2023-04-24 17:23:44.198962,2023-04-24 17:24:16.189485,0 days 00:00:31.990523,0.02082917441192978,6,0.0002493057566823699,0.006446082747875417,2,1.009919285774231,1.000439167022705,0.9940838813781738,0.9917047023773193,COMPLETE
61,1.0020976066589355,2023-04-24 16:52:18.270790,2023-04-24 16:52:24.600530,0 days 00:00:06.329740,0.029482193233455918,8,0.00023555797298233433,0.002031272647032639,3,1.0020976066589355,,,,PRUNED
474,1.0022804737091064,2023-04-24 17:26:31.156058,2023-04-24 17:26:37.901621,0 days 00:00:06.745563,0.033452210791952035,6,0.00033657066665204445,0.007691753904896403,1,1.006178855895996,1.0022804737091064,,,PRUNED
174,1.0022976398468018,2023-04-24 16:59:42.647536,2023-04-24 16:59:59.961881,0 days 00:00:17.314345,0.02041919988701741,18,0.0015960749154106937,0.006771896696769164,2,1.0022976398468018,,,,PRUNED
162,1.0023329257965088,2023-04-24 16:59:21.162446,2023-04-24 16:59:25.230920,0 days 00:00:04.068474,0.0411789157194981,24,0.00028338168301851157,0.005252982530643347,2,1.0023329257965088,,,,PRUNED
408,1.0023754835128784,2023-04-24 17:20:14.264723,2023-04-24 17:20:18.611930,0 days 00:00:04.347207,0.034762394683713414,4,0.005653363466830513,0.0043876892059207225,3,1.0085458755493164,1.0023754835128784,,,PRUNED
442,1.0023903846740723,2023-04-24 17:22:38.294675,2023-04-24 17:22:42.487927,0 days 00:00:04.193252,0.0021318056430584625,8,0.000286887107665265,0.045661415432442655,2,1.0023903846740723,,,,PRUNED
29,1.002395510673523,2023-04-24 16:50:03.138582,2023-04-24 16:50:14.026476,0 days 00:00:10.887894,0.04289957935946365,10,0.0008843824528252946,0.008540181586843446,3,0.9988298416137695,,,,COMPLETE
491,1.002434253692627,2023-04-24 17:27:51.783035,2023-04-24 17:27:58.517353,0 days 00:00:06.734318,0.020707700169054148,10,0.00014665403652207852,0.006358058200783388,3,1.0065703392028809,1.002434253692627,,,PRUNED
233,1.0024378299713135,2023-04-24 17:05:03.535800,2023-04-24 17:05:09.938930,0 days 00:00:06.403130,0.018308370064273216,18,0.0003509792044340315,0.003845171093829113,3,1.0024378299713135,,,,PRUNED
334,1.0025428533554077,2023-04-24 17:15:21.131683,2023-04-24 17:15:51.649413,0 days 00:00:30.517730,0.015470115514616082,6,0.000271334742824438,0.004102327124561971,3,0.9974902868270874,0.9941014051437378,,,COMPLETE
2,1.0026830434799194,2023-04-24 16:47:07.611034,2023-04-24 16:47:19.079505,0 days 00:00:11.468471,0.03408695387458725,18,0.0002809160624568319,0.008264096089422402,3,1.0061672925949097,0.9928245544433594,,,COMPLETE
224,1.0026832818984985,2023-04-24 17:04:30.039238,2023-04-24 17:04:36.895112,0 days 00:00:06.855874,0.05527661279672598,16,0.000770341560322035,0.0013495445627090897,3,1.0026832818984985,,,,PRUNED
202,1.0027271509170532,2023-04-24 17:02:09.243187,2023-04-24 17:02:28.769806,0 days 00:00:19.526619,0.03791553980349352,4,0.000472225090561764,0.006861780676878479,3,1.004704236984253,0.9930682182312012,1.0027271509170532,,PRUNED
283,1.0028733015060425,2023-04-24 17:08:50.849102,2023-04-24 17:08:57.229091,0 days 00:00:06.379989,0.09926152146915143,10,0.0002907041858948082,0.003591585371408159,2,1.0028733015060425,,,,PRUNED
213,1.0028945207595825,2023-04-24 17:03:34.244545,2023-04-24 17:03:41.381736,0 days 00:00:07.137191,0.04001036279491199,16,0.0008256491823775034,0.0042120792201942835,3,1.0028945207595825,,,,PRUNED
374,1.0029029846191406,2023-04-24 17:17:50.222576,2023-04-24 17:17:54.507855,0 days 00:00:04.285279,0.019486375108409275,16,0.0009984074912018914,0.003355301441038515,3,1.0029029846191406,,,,PRUNED
288,1.003139615058899,2023-04-24 17:09:26.146236,2023-04-24 17:09:44.044329,0 days 00:00:17.898093,0.03192944870156116,46,0.00022060371146403256,0.004318237697585334,3,1.0122661590576172,0.9925087094306946,1.003139615058899,,PRUNED
0,1.0031406879425049,2023-04-24 16:46:50.864576,2023-04-24 16:47:01.160619,0 days 00:00:10.296043,0.003656036248762976,24,0.0007181027914470792,0.032853188636513694,2,,,,,COMPLETE
429,1.0032470226287842,2023-04-24 17:21:41.809007,2023-04-24 17:22:02.628871,0 days 00:00:20.819864,0.016556468055063688,20,0.00025613408982162994,0.003904444768458228,3,1.0032470226287842,,,,PRUNED
471,1.003477692604065,2023-04-24 17:26:01.392273,2023-04-24 17:26:08.152588,0 days 00:00:06.760315,0.026175906588444,4,0.00018225874717732373,0.009897672624884078,2,1.003477692604065,,,,PRUNED
30,1.0035606622695923,2023-04-24 16:50:14.027475,2023-04-24 16:50:20.365526,0 days 00:00:06.338051,0.04368446547904877,6,0.0008764613763119443,0.0035856992065528516,3,1.0035606622695923,,,,PRUNED
73,1.0036054849624634,2023-04-24 16:53:16.333900,2023-04-24 16:53:23.318487,0 days 00:00:06.984587,0.03942211010360688,12,0.0004210148177090931,0.0016475694998693158,3,1.0044217109680176,1.0036054849624634,,,PRUNED
120,1.0036557912826538,2023-04-24 16:56:50.266160,2023-04-24 16:57:08.334801,0 days 00:00:18.068641,0.03452422667784899,14,0.0007517076992689771,0.0028855362566967665,3,1.0070127248764038,1.0002021789550781,0.9960150718688965,1.0036557912826538,PRUNED
26,1.0037071704864502,2023-04-24 16:49:49.226222,2023-04-24 16:49:55.454637,0 days 00:00:06.228415,0.024545207256755425,12,0.00015024650225414267,0.004295565015055612,3,1.0037071704864502,,,,PRUNED
459,1.0037200450897217,2023-04-24 17:23:37.072559,2023-04-24 17:23:41.393307,0 days 00:00:04.320748,0.05921028580731728,4,0.0007604040500560078,0.029426485027420467,3,1.0037200450897217,,,,PRUNED
83,1.0039832592010498,2023-04-24 16:53:59.298322,2023-04-24 16:54:06.027297,0 days 00:00:06.728975,0.002872495055751598,10,0.0006655030051355318,0.00863692027242983,3,1.0039832592010498,,,,PRUNED
323,1.0040916204452515,2023-04-24 17:13:52.132502,2023-04-24 17:13:59.286677,0 days 00:00:07.154175,0.0164819391707815,6,0.00031227986287130365,0.004429084378887768,3,1.0040916204452515,,,,PRUNED
308,1.0040984153747559,2023-04-24 17:11:40.682763,2023-04-24 17:11:47.182283,0 days 00:00:06.499520,0.05400818122383756,6,0.0004330507380345263,0.0056854941072836205,3,1.012228012084961,1.0040984153747559,,,PRUNED
344,1.0041385889053345,2023-04-24 17:16:20.047735,2023-04-24 17:16:27.210014,0 days 00:00:07.162279,0.02631505351996735,6,0.0003189247197335102,0.004569734917431996,3,1.0095316171646118,1.0041385889053345,,,PRUNED
357,1.0042386054992676,2023-04-24 17:16:59.392626,2023-04-24 17:17:03.660336,0 days 00:00:04.267710,0.024913520089861044,4,0.00016947439784582846,0.008344368577927324,3,1.0109907388687134,1.0042386054992676,,,PRUNED
314,1.0042500495910645,2023-04-24 17:12:34.066810,2023-04-24 17:12:40.875063,0 days 00:00:06.808253,0.025713567559770546,4,0.00040603155903342285,0.006544478362344135,3,1.0042500495910645,,,,PRUNED
237,1.0043667554855347,2023-04-24 17:05:25.713972,2023-04-24 17:05:32.272900,0 days 00:00:06.558928,0.010642563589671944,20,0.0007257268003855274,0.0013902652144570028,2,1.0043667554855347,,,,PRUNED
91,1.0044018030166626,2023-04-24 16:54:22.018713,2023-04-24 16:54:34.255451,0 days 00:00:12.236738,0.03807463845573965,18,0.0009434314021141209,0.004440612939814839,3,1.005212664604187,0.9993910789489746,0.993374764919281,,COMPLETE
339,1.004440426826477,2023-04-24 17:16:04.413005,2023-04-24 17:16:11.952962,0 days 00:00:07.539957,0.01118844961229673,4,0.0003745166913279834,0.005956265904186206,3,1.0066810846328735,1.004440426826477,,,PRUNED
297,1.004673957824707,2023-04-24 17:10:03.351295,2023-04-24 17:10:17.048201,0 days 00:00:13.696906,0.056937507018145594,18,0.0013205793132136702,0.010672117081724804,3,0.9969199299812317,,,,COMPLETE
99,1.004767894744873,2023-04-24 16:55:11.085879,2023-04-24 16:55:17.262349,0 days 00:00:06.176470,0.05081963716628367,18,0.000202240903552142,0.004232994093298001,2,1.0129284858703613,1.0004390478134155,1.004767894744873,,PRUNED
266,1.0048909187316895,2023-04-24 17:07:38.491201,2023-04-24 17:07:45.248573,0 days 00:00:06.757372,0.008362308310416795,46,0.0005178194139259201,0.005332625065698752,2,1.0115305185317993,1.0048909187316895,,,PRUNED
280,1.0049587488174438,2023-04-24 17:08:40.137859,2023-04-24 17:08:46.495821,0 days 00:00:06.357962,0.06337467678171518,12,0.0012187277806612448,0.00782492902151863,2,1.0133672952651978,1.001370906829834,1.0049587488174438,,PRUNED
161,1.0050045251846313,2023-04-24 16:59:19.460995,2023-04-24 16:59:21.161947,0 days 00:00:01.700952,0.0431606955003562,28,0.0002472966177361985,0.004290143391701293,2,1.0134227275848389,1.0050045251846313,,,PRUNED
463,1.0053348541259766,2023-04-24 17:24:16.189985,2023-04-24 17:24:20.263053,0 days 00:00:04.073068,0.022091570877603692,8,0.0002470937775706047,0.006909360328675794,2,1.014234185218811,1.0070148706436157,1.0053348541259766,,PRUNED
333,1.0053762197494507,2023-04-24 17:15:14.768521,2023-04-24 17:15:21.131183,0 days 00:00:06.362662,0.02109899831399463,8,0.00022955866401404212,0.003144266122670052,3,1.0053762197494507,,,,PRUNED
489,1.0053930282592773,2023-04-24 17:27:37.557131,2023-04-24 17:27:44.987748,0 days 00:00:07.430617,0.06993117948379961,12,0.0001757670372272004,0.0027557100258117726,2,1.0064092874526978,1.0053930282592773,,,PRUNED
204,1.0055298805236816,2023-04-24 17:02:29.823490,2023-04-24 17:02:36.782545,0 days 00:00:06.959055,0.04872545278043808,6,0.00022241997781878605,0.0097547259501406,3,1.0066941976547241,1.0055298805236816,,,PRUNED
329,1.005625605583191,2023-04-24 17:14:35.359860,2023-04-24 17:14:53.448123,0 days 00:00:18.088263,0.023319750598703674,6,0.000283104079539606,0.007470090349730611,3,1.0151091814041138,1.0015507936477661,0.9904894828796387,1.005625605583191,PRUNED
456,1.005644679069519,2023-04-24 17:23:30.083728,2023-04-24 17:23:34.343901,0 days 00:00:04.260173,0.024511767275582838,2,0.0003037126994129197,0.011098515487840742,3,1.005644679069519,,,,PRUNED
256,1.0056520700454712,2023-04-24 17:07:08.348781,2023-04-24 17:07:15.065401,0 days 00:00:06.716620,0.03341723473132932,44,0.003491427918809085,0.015509530107585748,2,1.0056520700454712,,,,PRUNED
239,1.0059343576431274,2023-04-24 17:05:35.309312,2023-04-24 17:05:41.834464,0 days 00:00:06.525152,0.05962090087419238,18,0.0010942687313161062,0.010239493349203082,3,1.0059343576431274,,,,PRUNED
425,1.0059856176376343,2023-04-24 17:21:13.597195,2023-04-24 17:21:17.875871,0 days 00:00:04.278676,0.03880037674175646,14,0.0006880085753824091,0.001448786717264886,3,1.0059856176376343,,,,PRUNED
327,1.0060787200927734,2023-04-24 17:14:22.121561,2023-04-24 17:14:28.650265,0 days 00:00:06.528704,0.023618074261635136,4,0.00028250468641480595,0.009267703539055988,3,1.0053316354751587,1.0060787200927734,,,PRUNED
467,1.006151556968689,2023-04-24 17:25:49.319138,2023-04-24 17:25:56.332838,0 days 00:00:07.013700,0.0493049420048285,6,0.00024325203539694005,0.004511373124745817,2,1.006151556968689,,,,PRUNED
435,1.006247878074646,2023-04-24 17:22:10.600032,2023-04-24 17:22:14.800367,0 days 00:00:04.200335,0.021899050709953814,24,0.0011746384601645443,0.0006840745528014251,2,1.006247878074646,,,,PRUNED
488,1.0064133405685425,2023-04-24 17:27:30.924163,2023-04-24 17:27:37.556631,0 days 00:00:06.632468,0.02470679848153081,6,0.0002107092300267197,0.0055181006976179935,3,1.0014464855194092,1.0064133405685425,,,PRUNED
449,1.00650954246521,2023-04-24 17:23:15.140362,2023-04-24 17:23:21.902666,0 days 00:00:06.762304,0.052964517925958014,8,0.0002409390528765002,0.028128375581553067,1,0.9975313544273376,,,,COMPLETE
