number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_l2,params_learning_rate,params_loss_alpha,params_loss_gamma,params_n_hidden_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,state
375,0.42373478412628174,2023-04-25 17:48:19.326242,2023-04-25 17:48:29.327572,0 days 00:00:10.001330,0.054206254006818305,10,0.002611625850722824,0.02334549169071197,0.6000000000000001,0.0,4,0.42373478412628174,,,,,PRUNED
328,0.42355743050575256,2023-04-25 17:41:58.321528,2023-04-25 17:42:03.284663,0 days 00:00:04.963135,0.013963791349080674,18,0.003052107817023351,0.006391762425231498,0.6000000000000001,0.25,4,0.42355743050575256,,,,,PRUNED
452,0.42349231243133545,2023-04-25 17:58:38.709546,2023-04-25 17:58:42.986416,0 days 00:00:04.276870,0.010137757310976981,24,0.0014741506006465078,0.0035546542690590385,0.6000000000000001,1.25,1,0.42349231243133545,,,,,PRUNED
417,0.42326194047927856,2023-04-25 17:54:31.252754,2023-04-25 17:54:35.316815,0 days 00:00:04.064061,0.023705720874802428,28,0.0005566735735766768,0.02328861141775241,0.6000000000000001,0.0,4,0.4363020062446594,0.42326194047927856,,,,PRUNED
145,0.4231559634208679,2023-04-25 17:04:48.958572,2023-04-25 17:04:52.255076,0 days 00:00:03.296504,0.0027454531636444766,22,0.0005503698668084955,0.004337253120794226,0.6000000000000001,3.0,4,0.4231559634208679,,,,,PRUNED
457,0.4231240749359131,2023-04-25 17:59:02.268479,2023-04-25 17:59:04.493283,0 days 00:00:02.224804,0.003985300703527981,12,0.0028949742033816898,0.017378257102497748,0.6000000000000001,0.25,4,0.4231240749359131,,,,,PRUNED
69,0.4226210117340088,2023-04-25 16:35:34.934492,2023-04-25 16:35:38.203817,0 days 00:00:03.269325,0.015499268838635605,72,0.0013914163294365142,0.004664839206888574,0.30000000000000004,0.25,3,0.4226210117340088,,,,,PRUNED
228,0.4225824475288391,2023-04-25 17:24:24.355095,2023-04-25 17:24:26.047930,0 days 00:00:01.692835,0.0010160843603803493,16,0.0008242807254050065,0.0014064990034425367,0.6000000000000001,0.25,4,0.4225824475288391,,,,,PRUNED
386,0.4225435256958008,2023-04-25 17:50:19.165444,2023-04-25 17:50:23.717300,0 days 00:00:04.551856,0.016710805605035392,22,0.001485707842185819,0.018441459817961536,0.6000000000000001,0.25,4,0.4225435256958008,,,,,PRUNED
33,0.42252057790756226,2023-04-25 16:27:53.945366,2023-04-25 16:28:23.447347,0 days 00:00:29.501981,0.02679629334584078,56,0.002807521619200819,0.003427680749101571,0.5,0.75,3,0.42298778891563416,0.4193006157875061,0.4284766614437103,0.42252057790756226,,COMPLETE
14,0.4223927855491638,2023-04-25 16:24:52.915744,2023-04-25 16:25:20.562477,0 days 00:00:27.646733,0.06611719330276111,48,0.0012859375488055652,0.0006712230659549857,0.7000000000000001,3.5,1,0.42281055450439453,0.42385080456733704,0.4228416085243225,,,COMPLETE
436,0.42216527462005615,2023-04-25 17:56:22.851578,2023-04-25 17:56:24.259051,0 days 00:00:01.407473,0.035559246498851525,22,0.0005508410228725182,0.028371389548788397,0.6000000000000001,0.0,4,0.42216527462005615,,,,,PRUNED
432,0.42184877395629883,2023-04-25 17:56:08.503271,2023-04-25 17:56:09.902115,0 days 00:00:01.398844,0.0010723217478452484,12,0.0006686444558723398,0.002883528750627612,0.5,0.0,4,0.42184877395629883,,,,,PRUNED
421,0.4217703640460968,2023-04-25 17:54:48.545492,2023-04-25 17:54:50.211258,0 days 00:00:01.665766,0.006319093161410529,16,0.0013122316402770303,0.02108330305793574,0.5,0.0,4,0.4217703640460968,,,,,PRUNED
72,0.4217503070831299,2023-04-25 16:36:22.803725,2023-04-25 16:36:41.292886,0 days 00:00:18.489161,0.02023865282777854,56,0.001659110021759459,0.006376979138663569,0.4,0.0,3,0.434202641248703,0.4261711835861206,0.4342915117740631,,,COMPLETE
19,0.42168349027633667,2023-04-25 16:25:33.947631,2023-04-25 16:25:49.664284,0 days 00:00:15.716653,0.04486961720970547,24,0.0014842555484085803,0.005559879563433484,0.6000000000000001,2.75,1,0.4200637936592102,0.4235956072807312,0.4267764687538147,,,COMPLETE
16,0.4215811789035797,2023-04-25 16:25:22.542250,2023-04-25 16:25:26.712795,0 days 00:00:04.170545,0.06457777564240647,16,0.0010226771929020345,0.009802888513768464,0.7000000000000001,3.25,1,0.4215811789035797,,,,,PRUNED
411,0.4214528799057007,2023-04-25 17:54:07.829470,2023-04-25 17:54:10.182822,0 days 00:00:02.353352,0.0010051830807033067,18,0.0005886112211739012,0.0013834188005384242,0.6000000000000001,0.0,4,0.4214528799057007,,,,,PRUNED
94,0.42133915424346924,2023-04-25 16:45:22.066214,2023-04-25 16:45:23.655075,0 days 00:00:01.588861,0.0010335435993841721,34,0.0009694724447292104,0.0005652398074544871,0.7000000000000001,0.0,4,0.42133915424346924,,,,,PRUNED
454,0.42131102085113525,2023-04-25 17:58:46.205841,2023-04-25 17:58:50.505904,0 days 00:00:04.300063,0.08107977259064908,14,0.0007282281586688073,0.023790919221607316,0.5,0.0,4,0.43710339069366455,0.42131102085113525,,,,PRUNED
296,0.42130011320114136,2023-04-25 17:37:11.501526,2023-04-25 17:37:14.841931,0 days 00:00:03.340405,0.0010861084406241681,16,0.0006704705425689383,0.0018082752383971488,0.6000000000000001,0.25,4,0.42130011320114136,,,,,PRUNED
485,0.4211848974227905,2023-04-25 18:01:57.872729,2023-04-25 18:02:00.206792,0 days 00:00:02.334063,0.006598170447435631,12,0.0022728186002623466,0.004419310059898333,0.6000000000000001,0.0,4,0.4211848974227905,,,,,PRUNED
40,0.4211482107639313,2023-04-25 16:29:14.120160,2023-04-25 16:29:21.781608,0 days 00:00:07.661448,0.04847356384040043,42,0.00256975003727053,0.005235103547904042,0.4,0.5,2,0.4211482107639313,,,,,PRUNED
317,0.4210112690925598,2023-04-25 17:40:33.118007,2023-04-25 17:40:35.357463,0 days 00:00:02.239456,0.004245579078645471,18,0.0022048718582845113,0.013335575066093518,0.6000000000000001,0.0,4,0.4210112690925598,,,,,PRUNED
51,0.42094117403030396,2023-04-25 16:30:39.947700,2023-04-25 16:30:41.481349,0 days 00:00:01.533649,0.01796523671455301,50,0.0023116496185087644,0.002215180117385533,0.9,1.25,3,0.42094117403030396,,,,,PRUNED
341,0.42034587264060974,2023-04-25 17:43:18.034283,2023-04-25 17:43:19.480897,0 days 00:00:01.446614,0.001044465561186969,22,0.0008865134550663644,0.01649106101864675,0.2,0.0,4,0.42034587264060974,,,,,PRUNED
55,0.42029255628585815,2023-04-25 16:31:15.449061,2023-04-25 16:31:19.123710,0 days 00:00:03.674649,0.03134313133770871,38,0.0027453790891635655,0.009361590856305802,0.4,0.25,3,0.4233219027519226,0.42029255628585815,,,,PRUNED
398,0.42016443610191345,2023-04-25 17:52:00.773824,2023-04-25 17:52:03.120176,0 days 00:00:02.346352,0.001006638730483217,20,0.0006188215812182221,0.001252115224421453,0.6000000000000001,0.0,4,0.42016443610191345,,,,,PRUNED
271,0.4201635718345642,2023-04-25 17:32:27.982895,2023-04-25 17:32:29.899048,0 days 00:00:01.916153,0.011352699587359877,18,0.0005022195351920428,0.0012458080908874052,0.6000000000000001,0.5,4,0.4201635718345642,,,,,PRUNED
229,0.41998744010925293,2023-04-25 17:24:26.048429,2023-04-25 17:24:27.468070,0 days 00:00:01.419641,0.0795228919916785,10,0.0009031120409485615,0.004221532203775452,0.6000000000000001,0.0,4,0.41998744010925293,,,,,PRUNED
476,0.4199599623680115,2023-04-25 18:01:08.951487,2023-04-25 18:01:13.184560,0 days 00:00:04.233073,0.06423313515545974,16,0.0005291526113679433,0.022037375549222783,0.6000000000000001,0.25,4,0.4199599623680115,,,,,PRUNED
150,0.41987431049346924,2023-04-25 17:05:29.126249,2023-04-25 17:05:30.258784,0 days 00:00:01.132535,0.0041244640478730575,6,0.000846571644057682,0.008610515413446242,0.6000000000000001,0.0,4,0.41987431049346924,,,,,PRUNED
381,0.41986575722694397,2023-04-25 17:49:11.835826,2023-04-25 17:49:15.652458,0 days 00:00:03.816632,0.001129316793810898,18,0.0031526047056683677,0.000522786023698015,0.4,0.0,4,0.41986575722694397,,,,,PRUNED
52,0.4198382496833801,2023-04-25 16:30:41.481849,2023-04-25 16:30:43.624661,0 days 00:00:02.142812,0.01343229989468915,54,0.0016749165640447836,0.004701657589219118,0.9,1.5,3,0.4198382496833801,,,,,PRUNED
44,0.4198299050331116,2023-04-25 16:29:46.698567,2023-04-25 16:29:54.433105,0 days 00:00:07.734538,0.03326555078664747,84,0.002492102628071522,0.002210821553537882,0.4,1.5,3,0.4230375289916992,0.42211997509002686,0.4198299050331116,,,PRUNED
17,0.4196639358997345,2023-04-25 16:25:26.713295,2023-04-25 16:25:30.008034,0 days 00:00:03.294739,0.04538959679046504,36,0.0005028669262376254,0.008079802284438551,0.8,3.25,1,0.4196639358997345,,,,,PRUNED
167,0.41951459646224976,2023-04-25 17:11:51.448313,2023-04-25 17:11:52.782699,0 days 00:00:01.334386,0.004881593236937716,24,0.0005792255856661497,0.0005422736054949908,0.6000000000000001,0.25,4,0.41951459646224976,,,,,PRUNED
288,0.4187670946121216,2023-04-25 17:35:08.279366,2023-04-25 17:35:14.335709,0 days 00:00:06.056343,0.0010804420023747673,18,0.0015486605694365536,0.01827649248965267,0.7000000000000001,0.75,4,0.4187670946121216,,,,,PRUNED
225,0.41842520236968994,2023-04-25 17:24:11.103751,2023-04-25 17:24:13.691401,0 days 00:00:02.587650,0.007714491320928284,18,0.0005659716606164367,0.04146365645178242,0.6000000000000001,0.0,4,0.41842520236968994,,,,,PRUNED
31,0.41817209124565125,2023-04-25 16:27:45.610998,2023-04-25 16:27:49.967098,0 days 00:00:04.356100,0.03517040830010675,40,0.0017631356660866087,0.0038976499067656595,0.4,2.25,2,0.41817209124565125,,,,,PRUNED
336,0.4178856611251831,2023-04-25 17:42:49.755187,2023-04-25 17:42:52.335367,0 days 00:00:02.580180,0.005680162518244141,22,0.002494989070928906,0.009758606535374886,0.6000000000000001,2.25,4,0.4178856611251831,,,,,PRUNED
35,0.4175940752029419,2023-04-25 16:28:36.725381,2023-04-25 16:28:40.908928,0 days 00:00:04.183547,0.012660319034160098,46,0.0017181022187688299,0.007793626165840815,0.5,1.0,3,0.4308038055896759,0.4175940752029419,,,,PRUNED
470,0.4173653721809387,2023-04-25 18:00:01.002253,2023-04-25 18:00:02.782336,0 days 00:00:01.780083,0.05469562745207301,26,0.005326321989871733,0.00462305282669646,0.5,0.25,4,0.4173653721809387,,,,,PRUNED
280,0.41735514998435974,2023-04-25 17:34:04.678852,2023-04-25 17:34:06.370572,0 days 00:00:01.691720,0.0067413391449283894,88,0.004074942222721737,0.0023473308124436153,0.6000000000000001,2.75,4,0.41735514998435974,,,,,PRUNED
12,0.41710150241851807,2023-04-25 16:24:19.738263,2023-04-25 16:24:37.163750,0 days 00:00:17.425487,0.06822032123950807,48,0.0024676538712517637,0.003107360184396037,0.7000000000000001,3.25,1,0.4159621596336365,,,,,COMPLETE
54,0.4170776903629303,2023-04-25 16:31:11.826430,2023-04-25 16:31:15.448561,0 days 00:00:03.622131,0.02743531038139355,32,0.002409651319693091,0.0066906282041158905,0.6000000000000001,0.5,3,0.4170776903629303,,,,,PRUNED
354,0.41638654470443726,2023-04-25 17:45:19.302237,2023-04-25 17:45:23.484135,0 days 00:00:04.181898,0.004099838537425143,84,0.0015682705317390778,0.00209912289758813,0.6000000000000001,3.75,4,0.41638654470443726,,,,,PRUNED
382,0.4160457253456116,2023-04-25 17:49:15.652958,2023-04-25 17:49:17.127566,0 days 00:00:01.474608,0.004452793755402534,20,0.0036975775326717314,0.0030669829783985863,0.5,0.0,1,0.4160457253456116,,,,,PRUNED
29,0.4155649244785309,2023-04-25 16:27:17.552900,2023-04-25 16:27:26.928377,0 days 00:00:09.375477,0.03478382350052811,58,0.0017680283796162736,0.005273555275283352,0.2,2.0,4,0.4155649244785309,,,,,PRUNED
48,0.415541410446167,2023-04-25 16:30:10.224144,2023-04-25 16:30:18.863312,0 days 00:00:08.639168,0.04837838447746265,68,0.003114760831565786,0.003576955066571691,0.8,1.75,1,0.4215758442878723,0.415541410446167,,,,PRUNED
365,0.4153321385383606,2023-04-25 17:47:27.738939,2023-04-25 17:47:29.999379,0 days 00:00:02.260440,0.003224118474891295,4,0.0020081344217094564,0.003205670977938821,0.4,0.25,4,0.4153321385383606,,,,,PRUNED
76,0.4152511656284332,2023-04-25 16:37:04.272854,2023-04-25 16:37:08.329051,0 days 00:00:04.056197,0.02233859397596255,68,0.001184324314775873,0.007089701563385161,0.6000000000000001,0.5,3,0.4293314218521118,0.4152511656284332,,,,PRUNED
42,0.41503530740737915,2023-04-25 16:29:38.641199,2023-04-25 16:29:43.169488,0 days 00:00:04.528289,0.03884444008752794,64,0.003170666191323868,0.003441771814420275,0.6000000000000001,1.0,3,0.4256325662136078,0.41503530740737915,,,,PRUNED
4,0.4148256182670593,2023-04-25 16:23:41.549432,2023-04-25 16:23:43.515988,0 days 00:00:01.966556,0.024947693111128842,78,0.003867998870779132,0.03596322644340063,0.4,0.0,2,0.4148256182670593,,,,,PRUNED
37,0.4148229658603668,2023-04-25 16:28:48.213633,2023-04-25 16:29:07.894233,0 days 00:00:19.680600,0.007870715788696619,62,0.003763519118527444,0.006697824550427212,0.8,1.5,2,0.42310431599617004,0.4202457070350647,0.42825669050216675,,,COMPLETE
21,0.41466233134269714,2023-04-25 16:25:52.474810,2023-04-25 16:25:56.636246,0 days 00:00:04.161436,0.03919418201428293,22,0.001497420826496732,0.005557600762897382,0.6000000000000001,2.75,1,0.42604368925094604,0.41466233134269714,,,,PRUNED
312,0.4146018624305725,2023-04-25 17:39:33.295273,2023-04-25 17:39:34.459520,0 days 00:00:01.164247,0.030499935722832786,22,0.0005033916897770666,0.017211054337144403,0.6000000000000001,3.0,4,0.4146018624305725,,,,,PRUNED
477,0.414264440536499,2023-04-25 18:01:13.185060,2023-04-25 18:01:15.508845,0 days 00:00:02.323785,0.06148014715278295,16,0.006479773075617045,0.0030882860388922323,0.7000000000000001,0.5,4,0.414264440536499,,,,,PRUNED
30,0.4139365553855896,2023-04-25 16:27:26.928878,2023-04-25 16:27:45.610498,0 days 00:00:18.681620,0.029764576800841946,74,0.0022961483343207183,0.011931601145234307,0.5,1.75,3,0.4253782629966736,,,,,COMPLETE
469,0.41328930854797363,2023-04-25 17:59:59.322296,2023-04-25 18:00:01.001752,0 days 00:00:01.679456,0.025858946584442752,14,0.0005600005351767421,0.0014111204923524248,0.6000000000000001,0.0,4,0.41328930854797363,,,,,PRUNED
25,0.4129531979560852,2023-04-25 16:26:39.500159,2023-04-25 16:26:41.919943,0 days 00:00:02.419784,0.0356880157036176,58,0.0020577529743723505,0.00788211631118944,0.5,1.75,2,0.4129531979560852,,,,,PRUNED
28,0.41248518228530884,2023-04-25 16:27:13.075442,2023-04-25 16:27:17.552399,0 days 00:00:04.476957,0.01789297905571879,30,0.0026616503970299564,0.010591994910080059,0.30000000000000004,1.25,3,0.41248518228530884,,,,,PRUNED
486,0.41198307275772095,2023-04-25 18:02:00.207792,2023-04-25 18:02:02.176007,0 days 00:00:01.968215,0.09725738746679954,14,0.0011817389845703052,0.0013233152374758543,0.6000000000000001,0.25,4,0.41198307275772095,,,,,PRUNED
251,0.41150063276290894,2023-04-25 17:28:35.380520,2023-04-25 17:28:40.458181,0 days 00:00:05.077661,0.004606823598609898,16,0.0009085135014187367,0.02690334910959718,0.6000000000000001,0.0,4,0.41150063276290894,,,,,PRUNED
39,0.4114772379398346,2023-04-25 16:29:10.970783,2023-04-25 16:29:14.119659,0 days 00:00:03.148876,0.02233121146127044,72,0.004208878707239774,0.010914706545652318,0.6000000000000001,1.25,4,0.4114772379398346,,,,,PRUNED
338,0.41121771931648254,2023-04-25 17:42:54.945437,2023-04-25 17:43:00.090438,0 days 00:00:05.145001,0.011554345458939519,18,0.002655743096088045,0.01777435315900814,0.7000000000000001,0.0,4,0.41121771931648254,,,,,PRUNED
495,0.4111044406890869,2023-04-25 18:04:32.679570,2023-04-25 18:04:34.452860,0 days 00:00:01.773290,0.01714758092728033,30,0.0005933104383739026,0.0005125929578958075,0.6000000000000001,0.0,4,0.4111044406890869,,,,,PRUNED
180,0.4094405174255371,2023-04-25 17:14:19.445237,2023-04-25 17:14:21.755150,0 days 00:00:02.309913,0.0032566850133465856,12,0.0008780744011569418,0.031142696986294002,0.5,0.0,4,0.4094405174255371,,,,,PRUNED
264,0.40936079621315,2023-04-25 17:31:08.521376,2023-04-25 17:31:11.136832,0 days 00:00:02.615456,0.006390265854041813,10,0.009881169800339535,0.006147002047190449,0.6000000000000001,0.25,4,0.40936079621315,,,,,PRUNED
38,0.4090738296508789,2023-04-25 16:29:07.895233,2023-04-25 16:29:10.970284,0 days 00:00:03.075051,0.028864103077724475,34,0.002943083735575471,0.0028327125757289795,0.30000000000000004,2.5,3,0.4090738296508789,,,,,PRUNED
20,0.4077889919281006,2023-04-25 16:25:49.665285,2023-04-25 16:25:52.474312,0 days 00:00:02.809027,0.07585411012948157,42,0.0009510500989665281,0.01304706012797641,0.30000000000000004,3.75,1,0.4077889919281006,,,,,PRUNED
7,0.4074239730834961,2023-04-25 16:23:55.832674,2023-04-25 16:23:58.030642,0 days 00:00:02.197968,0.07532296232227463,86,0.00462527087833883,0.014922176249592582,0.6000000000000001,2.25,2,0.4074239730834961,,,,,PRUNED
46,0.4068794250488281,2023-04-25 16:29:55.909838,2023-04-25 16:30:00.431978,0 days 00:00:04.522140,0.03800645566096099,62,0.0037124703875615257,0.009398424358868155,0.5,0.0,4,0.42153200507164,0.4068794250488281,,,,PRUNED
43,0.40687429904937744,2023-04-25 16:29:43.169987,2023-04-25 16:29:46.698066,0 days 00:00:03.528079,0.028856393875745494,44,0.0019496812484345143,0.007931920959926047,0.5,0.5,3,0.40687429904937744,,,,,PRUNED
359,0.4068222641944885,2023-04-25 17:46:16.947223,2023-04-25 17:46:19.711299,0 days 00:00:02.764076,0.00614970470860144,20,0.0010419568536991503,0.035446900741018667,0.7000000000000001,0.25,4,0.4068222641944885,,,,,PRUNED
407,0.4064154624938965,2023-04-25 17:53:22.125112,2023-04-25 17:53:25.725055,0 days 00:00:03.599943,0.0047301953071778235,22,0.0016203598161446306,0.01795561422862959,0.6000000000000001,0.25,4,0.4064154624938965,,,,,PRUNED
75,0.40618669986724854,2023-04-25 16:37:02.421312,2023-04-25 16:37:04.271854,0 days 00:00:01.850542,0.01589576544628,42,0.0017977481731809902,0.0006704616313823618,0.5,0.25,2,0.40618669986724854,,,,,PRUNED
27,0.4061034023761749,2023-04-25 16:27:10.977016,2023-04-25 16:27:13.074942,0 days 00:00:02.097926,0.017064454406837855,36,0.0032015170256195027,0.019287620158949824,0.30000000000000004,1.0,3,0.41590416431427,0.4061034023761749,,,,PRUNED
298,0.40564966201782227,2023-04-25 17:37:43.721565,2023-04-25 17:37:45.038576,0 days 00:00:01.317011,0.021470084712509406,24,0.00328635075307034,0.04890998330670364,0.6000000000000001,0.25,4,0.40564966201782227,,,,,PRUNED
447,0.40557625889778137,2023-04-25 17:58:10.825206,2023-04-25 17:58:12.724724,0 days 00:00:01.899518,0.007014972438838295,50,0.0019186611340886322,0.02909220617318919,0.5,0.0,4,0.40557625889778137,,,,,PRUNED
32,0.4049726724624634,2023-04-25 16:27:49.967598,2023-04-25 16:27:53.944866,0 days 00:00:03.977268,0.021351296890276556,28,0.002130021592628491,0.008027742514901792,0.2,1.25,2,0.4049726724624634,,,,,PRUNED
331,0.40447866916656494,2023-04-25 17:42:16.984339,2023-04-25 17:42:19.379997,0 days 00:00:02.395658,0.007378327099065496,14,0.0007414197040446568,0.028554173612387542,0.6000000000000001,0.5,4,0.44221413135528564,0.40447866916656494,,,,PRUNED
286,0.40237146615982056,2023-04-25 17:35:01.177465,2023-04-25 17:35:07.106231,0 days 00:00:05.928766,0.07340030107809628,14,0.0009351347710321126,0.000529209001526192,0.6000000000000001,0.0,4,0.40237146615982056,,,,,PRUNED
329,0.4023040533065796,2023-04-25 17:42:03.285163,2023-04-25 17:42:05.745141,0 days 00:00:02.459978,0.00448925515438371,20,0.0005241305786700738,0.0005024989203912559,0.7000000000000001,0.0,4,0.4023040533065796,,,,,PRUNED
461,0.4019668698310852,2023-04-25 17:59:18.285311,2023-04-25 17:59:19.859856,0 days 00:00:01.574545,0.07630798703327543,20,0.0036488735811606087,0.024395051303790726,0.7000000000000001,0.0,4,0.4019668698310852,,,,,PRUNED
49,0.40150585770606995,2023-04-25 16:30:18.863813,2023-04-25 16:30:21.149006,0 days 00:00:02.285193,0.0419506217904255,46,0.002725661268936839,0.01292047313921952,0.7000000000000001,2.5,1,0.40150585770606995,,,,,PRUNED
462,0.39927124977111816,2023-04-25 17:59:19.860357,2023-04-25 17:59:25.584310,0 days 00:00:05.723953,0.04000356711883664,18,0.002999217516393438,0.032703141124191815,0.6000000000000001,0.25,4,0.39927124977111816,,,,,PRUNED
63,0.3936036229133606,2023-04-25 16:33:29.623787,2023-04-25 16:33:31.263637,0 days 00:00:01.639850,0.02208547250521252,48,0.0018212144197274226,0.0005911273774350902,0.4,0.25,3,0.3936036229133606,,,,,PRUNED
339,0.3924590051174164,2023-04-25 17:43:00.091438,2023-04-25 17:43:03.890608,0 days 00:00:03.799170,0.008579450707419823,10,0.0005767769295595792,0.021267572896647293,0.1,0.0,4,0.3924590051174164,,,,,PRUNED
0,0.39212220907211304,2023-04-25 16:22:56.980229,2023-04-25 16:23:12.946680,0 days 00:00:15.966451,0.004140176770125976,32,0.0018027364432087229,0.032853188636513694,0.5,2.5,2,,,,,,COMPLETE
428,0.3914129137992859,2023-04-25 17:55:43.496847,2023-04-25 17:55:45.227774,0 days 00:00:01.730927,0.019370792205577705,86,0.0007612437211809882,0.026746363054094502,0.30000000000000004,0.0,4,0.3914129137992859,,,,,PRUNED
489,0.38958609104156494,2023-04-25 18:02:43.799835,2023-04-25 18:02:48.667404,0 days 00:00:04.867569,0.028576274884853693,16,0.0005966496967252733,0.027517512879577932,0.7000000000000001,0.0,4,0.38958609104156494,,,,,PRUNED
419,0.3878592252731323,2023-04-25 17:54:44.854038,2023-04-25 17:54:47.318254,0 days 00:00:02.464216,0.05347299225159255,20,0.0034348256982790247,0.03960104785285808,0.6000000000000001,0.0,4,0.3878592252731323,,,,,PRUNED
9,0.3872697949409485,2023-04-25 16:24:08.805793,2023-04-25 16:24:14.115387,0 days 00:00:05.309594,0.05514879795944994,42,0.0006992572177665988,0.017951039830269657,0.2,0.25,4,0.4177234470844269,0.3872697949409485,,,,PRUNED
205,0.38296428322792053,2023-04-25 17:20:15.504838,2023-04-25 17:20:17.912781,0 days 00:00:02.407943,0.00874057124179677,8,0.0008760206437881143,0.001171205441214118,0.6000000000000001,0.0,4,0.38296428322792053,,,,,PRUNED
34,0.3815774917602539,2023-04-25 16:28:23.448346,2023-04-25 16:28:36.724381,0 days 00:00:13.276035,0.04146415234305194,38,0.003367166304190262,0.0008727284062914169,0.1,1.75,2,0.3815774917602539,,,,,PRUNED
240,0.3779573440551758,2023-04-25 17:26:03.715315,2023-04-25 17:26:05.349372,0 days 00:00:01.634057,0.007018353494358252,26,0.0006828294348675895,0.0005187778592483968,0.6000000000000001,0.0,4,0.3779573440551758,,,,,PRUNED
45,0.3726246953010559,2023-04-25 16:29:54.433604,2023-04-25 16:29:55.909338,0 days 00:00:01.475734,0.0326250676588777,52,0.0047955264191818685,0.0007951590420696877,0.1,2.0,3,0.3726246953010559,,,,,PRUNED
6,0.3717672824859619,2023-04-25 16:23:53.248686,2023-04-25 16:23:55.832174,0 days 00:00:02.583488,0.05500061057461062,32,0.0058786682103866995,0.03596053825776684,0.6000000000000001,2.25,2,0.3717672824859619,,,,,PRUNED
355,0.36935293674468994,2023-04-25 17:45:23.484636,2023-04-25 17:45:25.902788,0 days 00:00:02.418152,0.007836019816251429,18,0.000504836962867161,0.0005138554441162157,0.6000000000000001,1.0,4,0.36935293674468994,,,,,PRUNED
3,0.36710605025291443,2023-04-25 16:23:32.401999,2023-04-25 16:23:41.548932,0 days 00:00:09.146933,0.09827313001067949,66,0.0036089463366760404,0.002654172461216634,0.8,1.5,3,0.41524869203567505,0.39996588230133057,0.403006374835968,,,COMPLETE
184,0.35798734426498413,2023-04-25 17:15:48.734053,2023-04-25 17:15:51.919042,0 days 00:00:03.184989,0.001189100869611413,16,0.0005014486843612476,0.0005080318381355392,0.6000000000000001,0.25,4,0.35798734426498413,,,,,PRUNED
207,0.35255658626556396,2023-04-25 17:20:44.166659,2023-04-25 17:20:46.586339,0 days 00:00:02.419680,0.006732877556840169,16,0.0005370231506876446,0.0005356312854390681,0.5,0.0,4,0.35255658626556396,,,,,PRUNED
68,0.34520798921585083,2023-04-25 16:35:16.373502,2023-04-25 16:35:34.933490,0 days 00:00:18.559988,0.00626113770928698,54,0.00119826629874828,0.008987513920214768,0.2,0.0,3,0.4238317608833313,0.42764928936958313,0.43912824988365173,,,COMPLETE
5,0.3425411283969879,2023-04-25 16:23:43.516488,2023-04-25 16:23:53.247686,0 days 00:00:09.731198,0.008777054881099755,64,0.007597505598067856,0.009973707361709596,0.4,2.75,2,0.38112977147102356,,,,,COMPLETE
370,0.30133646726608276,2023-04-25 17:47:44.403162,2023-04-25 17:47:45.790790,0 days 00:00:01.387628,0.04123816445595324,16,0.0038559643714561206,0.0012195945578945835,0.7000000000000001,0.25,4,0.30133646726608276,,,,,PRUNED
482,0.29948562383651733,2023-04-25 18:01:39.958723,2023-04-25 18:01:43.791334,0 days 00:00:03.832611,0.06917290890583808,20,0.0007041393636582074,0.044223309966094,0.7000000000000001,0.75,4,0.29948562383651733,,,,,PRUNED
22,0.2608615458011627,2023-04-25 16:25:56.636246,2023-04-25 16:25:57.907186,0 days 00:00:01.270940,0.05138658420552954,12,0.0014542072412884052,0.0005382177015303006,0.7000000000000001,3.0,1,0.2608615458011627,,,,,PRUNED
248,0.2493417114019394,2023-04-25 17:28:02.089630,2023-04-25 17:28:23.716472,0 days 00:00:21.626842,0.0010402473447301674,20,0.0007448146663139087,0.012473546962465904,0.6000000000000001,0.25,4,0.45702484250068665,,,,,COMPLETE
77,0.23991522192955017,2023-04-25 16:37:08.329551,2023-04-25 16:37:23.236181,0 days 00:00:14.906630,0.028995796193301678,54,0.001506762877198167,0.008755113324928003,0.4,0.0,3,0.43200308084487915,,,,,COMPLETE
2,0.2150798738002777,2023-04-25 16:23:21.910690,2023-04-25 16:23:32.401497,0 days 00:00:10.490807,0.0847177437889492,58,0.007667991737291898,0.032149999677408385,0.4,0.75,2,0.2150798738002777,0.2150798738002777,,,,COMPLETE
406,0.1977430284023285,2023-04-25 17:53:10.353644,2023-04-25 17:53:22.124113,0 days 00:00:11.770469,0.02019990569130564,66,0.0010768845332537308,0.018776018627651634,0.6000000000000001,0.0,4,0.1977430284023285,,,,,PRUNED
472,0.14284434914588928,2023-04-25 18:00:14.411017,2023-04-25 18:00:16.517000,0 days 00:00:02.105983,0.00835610696630319,52,0.0013870199036253256,0.024771391354366453,0.1,0.5,4,0.14284434914588928,,,,,PRUNED
10,0.13937342166900635,2023-04-25 16:24:14.115887,2023-04-25 16:24:16.443887,0 days 00:00:02.328000,0.0021510614442730425,4,0.0019027767251427884,0.02553126144585814,0.0,4.0,1,0.13937342166900635,,,,,PRUNED
270,0.13769109547138214,2023-04-25 17:32:26.614639,2023-04-25 17:32:27.982398,0 days 00:00:01.367759,0.0520953649965272,6,0.0005598436697167632,0.004181934343254719,0.0,0.75,4,0.13769109547138214,,,,,PRUNED
