number,value,datetime_start,datetime_complete,duration,params_dropout,params_hidden_size,params_l2,params_learning_rate,params_n_hidden_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
55,1.0828256607055664,2023-04-25 13:46:44.165491,2023-04-25 13:46:45.752360,0 days 00:00:01.586869,0.005118808790665527,16,0.00039524481441030726,0.008882805496490911,4,1.0828256607055664,,,,PRUNED
46,1.0837087631225586,2023-04-25 13:46:08.698537,2023-04-25 13:46:11.595944,0 days 00:00:02.897407,0.006275736416597552,26,0.0002941145994933629,0.005481962205106615,4,1.0124163627624512,1.0837087631225586,,,PRUNED
124,1.0857805013656616,2023-04-25 13:51:29.643971,2023-04-25 13:51:30.855487,0 days 00:00:01.211516,0.006335277870921057,32,0.00026329939541717566,0.00803710388339845,3,1.0857805013656616,,,,PRUNED
38,1.087531328201294,2023-04-25 13:45:09.491214,2023-04-25 13:45:11.121329,0 days 00:00:01.630115,0.00703665756363157,30,0.0004316584259433019,0.012916121072801183,4,1.087531328201294,,,,PRUNED
27,1.0894352197647095,2023-04-25 13:43:58.369401,2023-04-25 13:43:59.448409,0 days 00:00:01.079008,0.006279634247681238,30,0.0005695216669417754,0.004389086456712857,2,1.0894352197647095,,,,PRUNED
16,1.0902278423309326,2023-04-25 13:42:48.542315,2023-04-25 13:42:51.972364,0 days 00:00:03.430049,0.007830159742590524,14,0.0011927641475421703,0.016038223953198538,4,1.0902278423309326,,,,PRUNED
92,1.096524953842163,2023-04-25 13:48:56.208840,2023-04-25 13:48:57.806613,0 days 00:00:01.597773,0.006373767649887883,20,0.00015207212372428118,0.007401710762474542,4,1.096524953842163,,,,PRUNED
48,1.0991978645324707,2023-04-25 13:46:18.175281,2023-04-25 13:46:21.443773,0 days 00:00:03.268492,0.0067588535298888945,18,0.0005616018674431049,0.012280964766754355,4,1.0991978645324707,,,,PRUNED
36,1.099561095237732,2023-04-25 13:45:05.056700,2023-04-25 13:45:06.176841,0 days 00:00:01.120141,0.008033987041053688,16,0.00029978209499662776,0.010405973289559473,3,1.099561095237732,,,,PRUNED
7,1.1042717695236206,2023-04-25 13:41:54.194238,2023-04-25 13:41:56.037028,0 days 00:00:01.842790,0.001707004989190887,24,0.006554843177520231,0.010378013347954951,2,1.0183815956115723,1.1042717695236206,,,PRUNED
165,1.1051199436187744,2023-04-25 13:53:38.335286,2023-04-25 13:53:41.185963,0 days 00:00:02.850677,0.004435051749179564,32,0.000965991071340398,0.005295860373196211,4,1.012322187423706,1.1051199436187744,,,PRUNED
192,1.1131386756896973,2023-04-25 13:55:57.497548,2023-04-25 13:55:58.825835,0 days 00:00:01.328287,0.00563172198871367,10,0.0001969280327025995,0.005720572659986719,4,1.1131386756896973,,,,PRUNED
147,1.1239335536956787,2023-04-25 13:52:48.197512,2023-04-25 13:52:49.293920,0 days 00:00:01.096408,0.005553627921779245,24,0.0006919839770188787,0.005658527643082105,4,1.1239335536956787,,,,PRUNED
70,1.1274304389953613,2023-04-25 13:47:34.755480,2023-04-25 13:47:36.283708,0 days 00:00:01.528228,0.006061125313261535,18,0.00027301527194991787,0.009411013207971042,2,1.1274304389953613,,,,PRUNED
151,1.1281793117523193,2023-04-25 13:52:58.856005,2023-04-25 13:53:00.211142,0 days 00:00:01.355137,0.0015824288921282067,22,0.0007202888668562337,0.01178667756519729,4,1.1281793117523193,,,,PRUNED
219,1.1320430040359497,2023-04-25 13:57:53.360011,2023-04-25 13:57:56.548560,0 days 00:00:03.188549,0.004214182175454406,14,0.00018226321763328238,0.0256935035257431,4,1.1320430040359497,,,,PRUNED
190,1.134303092956543,2023-04-25 13:55:47.803300,2023-04-25 13:55:50.524007,0 days 00:00:02.720707,0.005864862197830318,22,0.00017503110403960728,0.015151110934964684,4,1.134303092956543,,,,PRUNED
25,1.1466134786605835,2023-04-25 13:43:28.417491,2023-04-25 13:43:30.938215,0 days 00:00:02.520724,0.0039540992966143815,18,0.00015956358269306244,0.01549961465296927,3,1.0122061967849731,1.1466134786605835,,,PRUNED
209,1.1509530544281006,2023-04-25 13:57:12.224182,2023-04-25 13:57:14.397487,0 days 00:00:02.173305,0.005025430169210614,22,0.00013019460781006512,0.022880129667920027,4,1.1509530544281006,,,,PRUNED
52,1.1568523645401,2023-04-25 13:46:38.233025,2023-04-25 13:46:39.661924,0 days 00:00:01.428899,0.004306452564190049,14,0.0002120425649279931,0.0061623317380300035,4,1.1568523645401,,,,PRUNED
101,1.1656697988510132,2023-04-25 13:49:58.936987,2023-04-25 13:50:00.015385,0 days 00:00:01.078398,0.005705432915344369,22,0.0001589082573134068,0.0035400577533381324,4,1.1656697988510132,,,,PRUNED
9,1.1714261770248413,2023-04-25 13:42:13.704237,2023-04-25 13:42:14.797176,0 days 00:00:01.092939,0.0034438028465953304,18,0.0014901249104392496,0.03064557462196492,4,1.1714261770248413,,,,PRUNED
58,1.1933660507202148,2023-04-25 13:46:53.763302,2023-04-25 13:46:56.444583,0 days 00:00:02.681281,0.006040114138472779,18,0.00024339094838453322,0.011775140960873929,3,1.1933660507202148,,,,PRUNED
5,1.2163714170455933,2023-04-25 13:41:25.147503,2023-04-25 13:41:32.287089,0 days 00:00:07.139586,0.008875777983300432,26,0.0005583591106376137,0.020070917510626934,4,1.216277003288269,,,,COMPLETE
6,1.2175068855285645,2023-04-25 13:41:32.288089,2023-04-25 13:41:54.193738,0 days 00:00:21.905649,0.0011231770101803808,22,0.0007668647943084363,0.01285289861055872,4,1.026883840560913,1.0060385465621948,1.0542497634887695,1.1701475381851196,COMPLETE
239,1.2188994884490967,2023-04-25 13:59:25.093662,2023-04-25 13:59:31.626064,0 days 00:00:06.532402,0.004322770843580465,28,0.0002199536236917744,0.019033953673691845,4,1.2188994884490967,,,,PRUNED
162,1.221387505531311,2023-04-25 13:53:29.138545,2023-04-25 13:53:35.800772,0 days 00:00:06.662227,0.004756989673286419,12,0.0006874812979668788,0.0382409638829666,3,1.221387505531311,,,,PRUNED
146,1.2332199811935425,2023-04-25 13:52:46.195715,2023-04-25 13:52:48.197012,0 days 00:00:02.001297,0.006085272511892288,16,0.00034752099186822436,0.014554562955702491,4,1.2332199811935425,,,,PRUNED
0,1.2377640008926392,2023-04-25 13:40:45.349452,2023-04-25 13:40:58.748706,0 days 00:00:13.399254,0.001285470615465998,12,0.0007181027914470792,0.03302638875129638,3,,,,,COMPLETE
1,1.2482998371124268,2023-04-25 13:40:58.749206,2023-04-25 13:41:10.118918,0 days 00:00:11.369712,0.008901871802904911,22,0.002906097307864851,0.035481058646578564,3,1.061007022857666,1.2597763538360596,1.2306865453720093,,COMPLETE
133,1.2549853324890137,2023-04-25 13:51:53.861596,2023-04-25 13:51:56.280703,0 days 00:00:02.419107,0.006242022742325829,24,0.0005047839570022729,0.02270541484868724,3,1.2549853324890137,,,,PRUNED
204,1.25930655002594,2023-04-25 13:56:40.601393,2023-04-25 13:56:43.640227,0 days 00:00:03.038834,0.008828060705232921,22,0.0014278192978259344,0.00975549997794088,4,1.25930655002594,,,,PRUNED
202,1.4659126996994019,2023-04-25 13:56:36.740688,2023-04-25 13:56:39.447369,0 days 00:00:02.706681,0.0023124258710719185,20,0.0006686002294281305,0.03381275103201191,2,1.4659126996994019,,,,PRUNED
153,1.546601414680481,2023-04-25 13:53:02.928455,2023-04-25 13:53:06.417886,0 days 00:00:03.489431,0.001482136657896929,24,0.000525992109033622,0.009535795616921253,4,1.546601414680481,,,,PRUNED
3,2.218332529067993,2023-04-25 13:41:21.322862,2023-04-25 13:41:23.800147,0 days 00:00:02.477285,0.0045316281425500675,22,0.004912103978465792,0.04565682586594625,3,1.0533639192581177,2.218332529067993,,,PRUNED
131,13.290590286254883,2023-04-25 13:51:48.776462,2023-04-25 13:51:51.264577,0 days 00:00:02.488115,0.009305242558973645,28,0.0005430817216006176,0.019452164547333613,4,13.290590286254883,,,,PRUNED
