number,value,datetime_start,datetime_complete,duration,params_l1_ratio,params_reg_strength,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
59,0.5725910356750762,2023-05-02 14:18:55.839812,2023-05-02 14:18:56.874027,0 days 00:00:01.034215,0.0014131300417311934,0.0013515928569792926,0.5725910356750762,,,,PRUNED
351,0.5726162356172584,2023-05-02 14:27:28.336952,2023-05-02 14:27:29.328848,0 days 00:00:00.991896,0.021603799365360554,0.001763224966445316,0.5726162356172584,,,,PRUNED
276,0.5726193727725257,2023-05-02 14:25:53.312261,2023-05-02 14:25:54.503557,0 days 00:00:01.191296,0.20766718860593636,0.002061499416036387,0.5726193727725257,,,,PRUNED
467,0.5726203974907216,2023-05-02 14:30:08.624839,2023-05-02 14:30:09.683435,0 days 00:00:01.058596,0.018044701590542327,0.004099549206555505,0.5726203974907216,,,,PRUNED
23,0.5726251264422448,2023-05-02 14:17:57.669814,2023-05-02 14:17:58.849414,0 days 00:00:01.179600,0.1751884504174427,0.0026391147998185748,0.5725238740312822,0.5726251264422448,,,PRUNED
399,0.5726429172296735,2023-05-02 14:28:35.348377,2023-05-02 14:28:36.441215,0 days 00:00:01.092838,0.19608278474031504,0.001933905121317289,0.5726429172296735,,,,PRUNED
388,0.5726503394969563,2023-05-02 14:28:19.909531,2023-05-02 14:28:20.987143,0 days 00:00:01.077612,0.1306693293838393,0.0022527881347070154,0.5726503394969563,,,,PRUNED
308,0.5726564355286359,2023-05-02 14:26:34.990631,2023-05-02 14:26:36.074369,0 days 00:00:01.083738,0.016143457373215386,0.004144844260995355,0.5726564355286359,,,,PRUNED
150,0.5726627383901916,2023-05-02 14:21:58.346379,2023-05-02 14:21:59.322627,0 days 00:00:00.976248,0.05733639543271474,0.001705636917597163,0.5726627383901916,,,,PRUNED
66,0.5726787792113834,2023-05-02 14:19:03.431696,2023-05-02 14:19:04.460142,0 days 00:00:01.028446,0.16063502482029524,0.002992261031203597,0.572894895108671,0.5726787792113834,,,PRUNED
35,0.5727136835878663,2023-05-02 14:18:13.911958,2023-05-02 14:18:14.930806,0 days 00:00:01.018848,0.20900720746035087,0.002432855663780843,0.5727136835878663,,,,PRUNED
217,0.5727156583288823,2023-05-02 14:24:17.893079,2023-05-02 14:24:18.942996,0 days 00:00:01.049917,0.037043033394722535,0.004056970236298214,0.5727156583288823,,,,PRUNED
147,0.5727397739548512,2023-05-02 14:21:52.023553,2023-05-02 14:21:53.002778,0 days 00:00:00.979225,0.07856821567256565,0.0035864002875946087,0.5727397739548512,,,,PRUNED
238,0.5727439184373068,2023-05-02 14:24:57.003119,2023-05-02 14:24:57.986208,0 days 00:00:00.983089,0.027400009878734366,0.0017024655882094232,0.5727439184373068,,,,PRUNED
372,0.5727637223232476,2023-05-02 14:27:56.697824,2023-05-02 14:27:57.685587,0 days 00:00:00.987763,0.02177941217751689,0.004128751838916638,0.5727637223232476,,,,PRUNED
356,0.5727690258164001,2023-05-02 14:27:36.685690,2023-05-02 14:27:37.659914,0 days 00:00:00.974224,0.01766690934453564,0.004146747480120286,0.5727690258164001,,,,PRUNED
257,0.572772384571232,2023-05-02 14:25:26.734211,2023-05-02 14:25:27.760143,0 days 00:00:01.025932,0.01965865387867958,0.0016921343626735215,0.572772384571232,,,,PRUNED
160,0.5727796137977923,2023-05-02 14:22:15.253258,2023-05-02 14:22:16.240791,0 days 00:00:00.987533,0.08303206871520824,0.0035493802349532973,0.5727796137977923,,,,PRUNED
124,0.5727813096396737,2023-05-02 14:21:04.476884,2023-05-02 14:21:05.444593,0 days 00:00:00.967709,0.053415100940010334,0.003898207466716956,0.5727813096396737,,,,PRUNED
264,0.5727925089341266,2023-05-02 14:25:37.276988,2023-05-02 14:25:38.257611,0 days 00:00:00.980623,0.11184000227558583,0.0018853297147521009,0.5727925089341266,,,,PRUNED
88,0.5727942852628981,2023-05-02 14:19:56.425773,2023-05-02 14:19:57.445895,0 days 00:00:01.020122,0.055938640038925465,0.0013374487519243147,0.5727942852628981,,,,PRUNED
130,0.5727979159252244,2023-05-02 14:21:17.348756,2023-05-02 14:21:18.333491,0 days 00:00:00.984735,0.06552111894497191,0.0036954382709669035,0.5727979159252244,,,,PRUNED
312,0.5728023982312275,2023-05-02 14:26:39.498204,2023-05-02 14:26:40.494953,0 days 00:00:00.996749,0.036335934509687265,0.0016759515867438908,0.5728023982312275,,,,PRUNED
169,0.5728091400326873,2023-05-02 14:22:34.268244,2023-05-02 14:22:35.234428,0 days 00:00:00.966184,0.04138919232918145,0.0040415016798556165,0.5728091400326873,,,,PRUNED
317,0.5728101074003599,2023-05-02 14:26:47.984062,2023-05-02 14:26:48.983302,0 days 00:00:00.999240,0.16429697362779205,0.0027333144502150295,0.5728101074003599,,,,PRUNED
364,0.5728195499563562,2023-05-02 14:27:44.729447,2023-05-02 14:27:45.806679,0 days 00:00:01.077232,0.10282548664996616,0.0035894428215985583,0.5728195499563562,,,,PRUNED
377,0.572822080037642,2023-05-02 14:28:05.182653,2023-05-02 14:28:06.163901,0 days 00:00:00.981248,0.16168054211309846,0.0028294487278063486,0.572822080037642,,,,PRUNED
343,0.5728395392896518,2023-05-02 14:27:19.680327,2023-05-02 14:27:20.684459,0 days 00:00:01.004132,0.0011759160526597988,0.004278464847399058,0.5728395392896518,,,,PRUNED
278,0.5728416050155998,2023-05-02 14:25:55.502628,2023-05-02 14:25:56.507342,0 days 00:00:01.004714,0.01788107109666607,0.001658929624471865,0.5728416050155998,,,,PRUNED
176,0.5728443320650952,2023-05-02 14:22:44.995455,2023-05-02 14:22:45.997546,0 days 00:00:01.002091,0.018010172577251356,0.004226236203735651,0.5728443320650952,,,,PRUNED
315,0.5728680120121741,2023-05-02 14:26:45.914788,2023-05-02 14:26:46.941471,0 days 00:00:01.026683,0.06451816191226499,0.0013088970741879306,0.5728680120121741,,,,PRUNED
60,0.5728878320341633,2023-05-02 14:18:56.874527,2023-05-02 14:18:57.909744,0 days 00:00:01.035217,0.2514558389182424,0.0020608042665935518,0.5728878320341633,,,,PRUNED
376,0.5728895875718988,2023-05-02 14:28:04.220466,2023-05-02 14:28:05.182653,0 days 00:00:00.962187,0.06981243727930714,0.0016293264196336193,0.5728895875718988,,,,PRUNED
25,0.5728906236666597,2023-05-02 14:17:59.809623,2023-05-02 14:18:01.025661,0 days 00:00:01.216038,0.19536936160403726,0.0014418062519678848,0.5728906236666597,,,,PRUNED
89,0.5729461902607109,2023-05-02 14:19:57.446396,2023-05-02 14:19:58.405488,0 days 00:00:00.959092,0.08076211172409745,0.0037534682443668517,0.5729461902607109,,,,PRUNED
144,0.5729568872507654,2023-05-02 14:21:45.780485,2023-05-02 14:21:46.791584,0 days 00:00:01.011099,2.3891176226084132e-05,0.004487809867247409,0.5729568872507654,,,,PRUNED
118,0.5729588370115968,2023-05-02 14:20:51.696326,2023-05-02 14:20:52.672192,0 days 00:00:00.975866,0.00011569035341500115,0.0016565528903720128,0.5729588370115968,,,,PRUNED
189,0.5729904034058393,2023-05-02 14:23:18.360711,2023-05-02 14:23:19.383716,0 days 00:00:01.023005,0.07081569848068824,0.001271590812297247,0.5729904034058393,,,,PRUNED
398,0.5729914278932704,2023-05-02 14:28:34.280161,2023-05-02 14:28:35.347878,0 days 00:00:01.067717,0.184933752837978,0.0015419066190394154,0.5729914278932704,,,,PRUNED
116,0.5730031703849859,2023-05-02 14:20:49.475005,2023-05-02 14:20:50.660234,0 days 00:00:01.185229,0.04349397629415401,0.004232895583638721,0.5730031703849859,,,,PRUNED
202,0.5730131424999374,2023-05-02 14:23:45.317920,2023-05-02 14:23:46.314635,0 days 00:00:00.996715,0.24948202594588897,0.0023618347396388364,0.5730131424999374,,,,PRUNED
20,0.5730550791922097,2023-05-02 14:17:54.490574,2023-05-02 14:17:55.513986,0 days 00:00:01.023412,0.2864642469325547,0.0019059970934207184,0.5733715136403892,0.5730550791922097,,,PRUNED
28,0.5730645153463231,2023-05-02 14:18:03.051900,2023-05-02 14:18:04.213654,0 days 00:00:01.161754,0.12404030771653674,0.0011522191403918237,0.5736217459445359,0.5730645153463231,,,PRUNED
481,0.5730667093968665,2023-05-02 14:30:26.837552,2023-05-02 14:30:27.817010,0 days 00:00:00.979458,0.03545937270204173,0.001566836212227442,0.5730667093968665,,,,PRUNED
158,0.5730667953614045,2023-05-02 14:22:13.163745,2023-05-02 14:22:14.172977,0 days 00:00:01.009232,0.1872184581314764,0.0028887311504468926,0.5730667953614045,,,,PRUNED
227,0.5730788991587858,2023-05-02 14:24:38.343624,2023-05-02 14:24:39.378715,0 days 00:00:01.035091,0.28514563988489955,0.0018155224321043993,0.5730788991587858,,,,PRUNED
163,0.5730851753157454,2023-05-02 14:22:24.877035,2023-05-02 14:22:25.924749,0 days 00:00:01.047714,0.22101612040407642,0.002803747290884319,0.5730851753157454,,,,PRUNED
248,0.5730939250511763,2023-05-02 14:25:14.162957,2023-05-02 14:25:15.140046,0 days 00:00:00.977089,0.03807820629691512,0.0015543812002530722,0.5730939250511763,,,,PRUNED
168,0.573098913397088,2023-05-02 14:22:33.282157,2023-05-02 14:22:34.267744,0 days 00:00:00.985587,0.270058388838632,0.0023754428633073936,0.573098913397088,,,,PRUNED
95,0.5731005366524411,2023-05-02 14:20:10.637507,2023-05-02 14:20:11.619236,0 days 00:00:00.981729,0.029555670176240452,0.004400028295059696,0.5731005366524411,,,,PRUNED
316,0.5731081148482974,2023-05-02 14:26:46.941971,2023-05-02 14:26:47.984062,0 days 00:00:01.042091,0.0009142785536190084,0.00461250940640012,0.5731081148482974,,,,PRUNED
107,0.5731189323399268,2023-05-02 14:20:30.219298,2023-05-02 14:20:31.208915,0 days 00:00:00.989617,0.04050316255627841,0.0015436023244926893,0.5731189323399268,,,,PRUNED
403,0.5731295389579321,2023-05-02 14:28:39.666234,2023-05-02 14:28:40.638348,0 days 00:00:00.972114,0.09593872004288126,0.0038295165538182285,0.5731295389579321,,,,PRUNED
98,0.573139101767903,2023-05-02 14:20:13.687528,2023-05-02 14:20:14.733458,0 days 00:00:01.045930,0.05568258355797118,0.0012399072475196215,0.573139101767903,,,,PRUNED
415,0.5731634127426827,2023-05-02 14:28:52.618463,2023-05-02 14:28:53.625649,0 days 00:00:01.007186,0.05275346629137304,0.004224706649840382,0.5731634127426827,,,,PRUNED
445,0.5731665678195272,2023-05-02 14:29:41.025116,2023-05-02 14:29:42.025461,0 days 00:00:01.000345,0.1678276094900344,0.0019487134173335047,0.5731665678195272,,,,PRUNED
394,0.5731721485857126,2023-05-02 14:28:29.869792,2023-05-02 14:28:30.860694,0 days 00:00:00.990902,0.04395616663030648,0.004340776813746713,0.5731721485857126,,,,PRUNED
99,0.5731862920659503,2023-05-02 14:20:14.733959,2023-05-02 14:20:15.716590,0 days 00:00:00.982631,0.0814494665609373,0.0015297527725490116,0.5731862920659503,,,,PRUNED
453,0.5732139418349723,2023-05-02 14:29:50.010881,2023-05-02 14:29:51.067127,0 days 00:00:01.056246,0.00018574022211304345,0.0011636192967966425,0.5732139418349723,,,,PRUNED
135,0.5732259983413693,2023-05-02 14:21:26.238129,2023-05-02 14:21:27.220304,0 days 00:00:00.982175,0.0004986743961258328,0.0015522260418549556,0.5732259983413693,,,,PRUNED
157,0.5732288024928933,2023-05-02 14:22:12.138516,2023-05-02 14:22:13.163246,0 days 00:00:01.024730,0.06077891365149379,0.00428082834121875,0.5732288024928933,,,,PRUNED
105,0.5732386765313066,2023-05-02 14:20:28.014396,2023-05-02 14:20:29.041181,0 days 00:00:01.026785,0.10830969795311765,0.0039037709214872294,0.5732386765313066,,,,PRUNED
47,0.5732387452162643,2023-05-02 14:18:33.668761,2023-05-02 14:18:34.690285,0 days 00:00:01.021524,0.17412109155926764,0.0033738574249181693,0.5733525955117139,0.5732387452162643,,,PRUNED
275,0.5732397518927402,2023-05-02 14:25:52.320489,2023-05-02 14:25:53.312261,0 days 00:00:00.991772,0.03423433560408025,0.00448774024337443,0.5732397518927402,,,,PRUNED
167,0.5732417541565981,2023-05-02 14:22:32.327580,2023-05-02 14:22:33.281657,0 days 00:00:00.954077,0.02041304218311904,0.0015199706542024253,0.5732417541565981,,,,PRUNED
348,0.5733145848759519,2023-05-02 14:27:24.989865,2023-05-02 14:27:25.963944,0 days 00:00:00.974079,0.31498919065958597,0.00200928901714432,0.5733145848759519,,,,PRUNED
446,0.5733365698984986,2023-05-02 14:29:42.025461,2023-05-02 14:29:43.239094,0 days 00:00:01.213633,0.27931356905776383,0.0023424458618524777,0.5733365698984986,,,,PRUNED
197,0.5733839388745138,2023-05-02 14:23:33.492542,2023-05-02 14:23:34.457498,0 days 00:00:00.964956,0.00742674567887958,0.004734861082829108,0.5733839388745138,,,,PRUNED
342,0.5733895224509397,2023-05-02 14:27:18.618150,2023-05-02 14:27:19.680327,0 days 00:00:01.062177,0.17999587406584153,0.003436919639268065,0.5733895224509397,,,,PRUNED
492,0.5733909055948413,2023-05-02 14:30:41.909841,2023-05-02 14:30:42.920054,0 days 00:00:01.010213,0.3020941016417902,0.001923949196502156,0.5733909055948413,,,,PRUNED
220,0.5733968019454411,2023-05-02 14:24:20.958345,2023-05-02 14:24:21.966711,0 days 00:00:01.008366,0.3301414730055649,0.0019690666134732026,0.5733968019454411,,,,PRUNED
175,0.5734740673986056,2023-05-02 14:22:43.991707,2023-05-02 14:22:44.995455,0 days 00:00:01.003748,0.30717095903369707,0.0018657292356060837,0.5734740673986056,,,,PRUNED
397,0.5735022213007314,2023-05-02 14:28:33.288568,2023-05-02 14:28:34.279660,0 days 00:00:00.991092,0.2759013314698151,0.0027845802962973734,0.5735022213007314,,,,PRUNED
339,0.5735246119042545,2023-05-02 14:27:15.201938,2023-05-02 14:27:16.196175,0 days 00:00:00.994237,0.35997094557149784,0.001853886233860044,0.5735246119042545,,,,PRUNED
433,0.5735269829146405,2023-05-02 14:29:22.033821,2023-05-02 14:29:23.039595,0 days 00:00:01.005774,0.030350979540310626,0.0014167277849868759,0.5735269829146405,,,,PRUNED
38,0.5735310399889212,2023-05-02 14:18:17.150708,2023-05-02 14:18:18.321920,0 days 00:00:01.171212,0.048289261098970596,0.004607833077128377,0.5735310399889212,,,,PRUNED
381,0.573550062704345,2023-05-02 14:28:12.803144,2023-05-02 14:28:13.794225,0 days 00:00:00.991081,0.0001637887682779792,0.004929816003213562,0.573550062704345,,,,PRUNED
104,0.5735546362462902,2023-05-02 14:20:26.785270,2023-05-02 14:20:28.013896,0 days 00:00:01.228626,0.017276111804254347,0.0048830471080850485,0.5735546362462902,,,,PRUNED
145,0.5736318030339155,2023-05-02 14:21:46.792084,2023-05-02 14:21:47.764754,0 days 00:00:00.972670,0.0418837363908552,0.0013988916666202705,0.5736318030339155,,,,PRUNED
256,0.5736430783206373,2023-05-02 14:25:25.716874,2023-05-02 14:25:26.733712,0 days 00:00:01.016838,0.03195697619159017,0.004833096799141324,0.5736430783206373,,,,PRUNED
210,0.5736432309743542,2023-05-02 14:24:03.680109,2023-05-02 14:24:04.721016,0 days 00:00:01.040907,0.22921607392799564,0.003224615701479745,0.5736432309743542,,,,PRUNED
68,0.5736873199537077,2023-05-02 14:19:05.441802,2023-05-02 14:19:06.440176,0 days 00:00:00.998374,0.13257445256255984,0.0040148517163290705,0.5736873199537077,,,,PRUNED
416,0.5737132147552219,2023-05-02 14:28:53.626149,2023-05-02 14:28:54.626752,0 days 00:00:01.000603,0.2284850256604587,0.0032246185632626503,0.5737132147552219,,,,PRUNED
483,0.5737232851560559,2023-05-02 14:30:28.867619,2023-05-02 14:30:29.953856,0 days 00:00:01.086237,0.32175084987744224,0.002575177241944471,0.5737232851560559,,,,PRUNED
360,0.5737560616031089,2023-05-02 14:27:40.694004,2023-05-02 14:27:41.689111,0 days 00:00:00.995107,0.03235901981938798,0.004918447108005784,0.5737560616031089,,,,PRUNED
64,0.5737670024163384,2023-05-02 14:19:01.460320,2023-05-02 14:19:02.442518,0 days 00:00:00.982198,0.08181104835394448,0.0013384165343578304,0.5737670024163384,,,,PRUNED
26,0.5737901579199582,2023-05-02 14:18:01.026160,2023-05-02 14:18:02.028372,0 days 00:00:01.002212,0.10240210189371012,0.004378907221183853,0.5738206468908285,0.5737901579199582,,,PRUNED
29,0.5737940113461096,2023-05-02 14:18:04.213654,2023-05-02 14:18:05.388431,0 days 00:00:01.174777,0.31584647439258906,0.0024675884821748224,0.5735548155489617,0.5737940113461096,,,PRUNED
261,0.5738044573412966,2023-05-02 14:25:34.293914,2023-05-02 14:25:35.283609,0 days 00:00:00.989695,0.27674258054193235,0.0030775589258499074,0.5738044573412966,,,,PRUNED
260,0.5738098165539269,2023-05-02 14:25:33.312475,2023-05-02 14:25:34.293914,0 days 00:00:00.981439,0.17618621411226176,0.003739807167776643,0.5738098165539269,,,,PRUNED
284,0.5738149377209308,2023-05-02 14:26:05.628224,2023-05-02 14:26:06.622161,0 days 00:00:00.993937,0.3590231794895396,0.0023636226646281486,0.5738149377209308,,,,PRUNED
302,0.573816901366858,2023-05-02 14:26:28.546889,2023-05-02 14:26:29.615901,0 days 00:00:01.069012,0.0209052485044807,0.005072320708720059,0.573816901366858,,,,PRUNED
389,0.5738236033768706,2023-05-02 14:28:20.987642,2023-05-02 14:28:21.986244,0 days 00:00:00.998602,0.34268167113580084,0.0025748415787815943,0.5738236033768706,,,,PRUNED
413,0.5738521110775964,2023-05-02 14:28:50.594144,2023-05-02 14:28:51.577820,0 days 00:00:00.983676,0.3362430318056001,0.002724326088004268,0.5738521110775964,,,,PRUNED
255,0.5738865427209181,2023-05-02 14:25:24.719683,2023-05-02 14:25:25.716374,0 days 00:00:00.996691,0.22672188566004514,0.0033808851660079298,0.5738865427209181,,,,PRUNED
266,0.5739148614930736,2023-05-02 14:25:39.483674,2023-05-02 14:25:40.680912,0 days 00:00:01.197238,0.2490656412166149,0.0032070524914084853,0.5739148614930736,,,,PRUNED
335,0.5739204380139963,2023-05-02 14:27:10.696155,2023-05-02 14:27:11.757333,0 days 00:00:01.061178,0.3405696437291512,0.0025744378767123435,0.5739204380139963,,,,PRUNED
350,0.5739401483660764,2023-05-02 14:27:27.139164,2023-05-02 14:27:28.336452,0 days 00:00:01.197288,0.2530213989844699,0.0031932353066047754,0.5739401483660764,,,,PRUNED
188,0.5739662939479199,2023-05-02 14:23:17.376568,2023-05-02 14:23:18.360711,0 days 00:00:00.984143,0.16364441076143021,0.0014584604289481096,0.5739662939479199,,,,PRUNED
136,0.5739668423592967,2023-05-02 14:21:27.220804,2023-05-02 14:21:28.220894,0 days 00:00:01.000090,0.09955490519183009,0.004514965720025139,0.5739668423592967,,,,PRUNED
385,0.5740198003609115,2023-05-02 14:28:16.830026,2023-05-02 14:28:17.882622,0 days 00:00:01.052596,0.29722303305339104,0.0030676682678626166,0.5740198003609115,,,,PRUNED
338,0.5740811860653704,2023-05-02 14:27:14.003713,2023-05-02 14:27:15.201439,0 days 00:00:01.197726,0.015497524129897777,0.0053005626445436485,0.5740811860653704,,,,PRUNED
289,0.5741066987008384,2023-05-02 14:26:11.055923,2023-05-02 14:26:12.259728,0 days 00:00:01.203805,0.26317490367002344,0.0032313012746373456,0.5741066987008384,,,,PRUNED
311,0.5741761417467539,2023-05-02 14:26:38.315262,2023-05-02 14:26:39.497705,0 days 00:00:01.182443,0.22996729448083753,0.003559933049502707,0.5741761417467539,,,,PRUNED
489,0.5741798083901214,2023-05-02 14:30:38.649498,2023-05-02 14:30:39.645638,0 days 00:00:00.996140,0.39057671987118237,0.002326986538354214,0.5741798083901214,,,,PRUNED
423,0.5742561258637385,2023-05-02 14:29:04.645487,2023-05-02 14:29:05.708078,0 days 00:00:01.062591,0.21392590899949354,0.003769895973168186,0.5742561258637385,,,,PRUNED
390,0.5742743678391151,2023-05-02 14:28:21.986244,2023-05-02 14:28:23.194130,0 days 00:00:01.207886,0.06347710726299287,0.0008002767958221282,0.5742743678391151,,,,PRUNED
57,0.574286900365551,2023-05-02 14:18:53.901638,2023-05-02 14:18:54.863728,0 days 00:00:00.962090,0.18120835459606469,0.004043478524818389,0.574286900365551,,,,PRUNED
239,0.5742894521540014,2023-05-02 14:24:57.986709,2023-05-02 14:24:59.013472,0 days 00:00:01.026763,0.1365219130928474,0.004438157993323983,0.5742894521540014,,,,PRUNED
166,0.5743105320123638,2023-05-02 14:22:31.319854,2023-05-02 14:22:32.327080,0 days 00:00:01.007226,0.051825881882451214,0.005160610075554715,0.5743105320123638,,,,PRUNED
125,0.5743807532061758,2023-05-02 14:21:05.445091,2023-05-02 14:21:06.625782,0 days 00:00:01.180691,0.0844619076237859,0.004944523079761408,0.5743807532061758,,,,PRUNED
439,0.5744283363887822,2023-05-02 14:29:34.739996,2023-05-02 14:29:35.793397,0 days 00:00:01.053401,0.4070276817541212,0.0023004463387353495,0.5744283363887822,,,,PRUNED
380,0.5744380063945287,2023-05-02 14:28:11.598980,2023-05-02 14:28:12.802644,0 days 00:00:01.203664,0.2842372131843279,0.003275281833296351,0.5744380063945287,,,,PRUNED
90,0.5744434561929782,2023-05-02 14:19:58.405988,2023-05-02 14:19:59.429755,0 days 00:00:01.023767,0.022739237544026465,0.005519899919263509,0.5744434561929782,,,,PRUNED
78,0.5744531562706247,2023-05-02 14:19:35.742834,2023-05-02 14:19:36.768813,0 days 00:00:01.025979,0.09449794804588076,0.004924149076748108,0.5744531562706247,,,,PRUNED
39,0.574463309416311,2023-05-02 14:18:18.322421,2023-05-02 14:18:19.501239,0 days 00:00:01.178818,0.21458696960729212,0.0008918898045610328,0.574463309416311,,,,PRUNED
440,0.5744924816106455,2023-05-02 14:29:35.793896,2023-05-02 14:29:37.002337,0 days 00:00:01.208441,0.30318241377092137,0.0009843283780841816,0.5744924816106455,,,,PRUNED
86,0.5745208219578447,2023-05-02 14:19:54.406547,2023-05-02 14:19:55.435175,0 days 00:00:01.028628,0.1188474117797173,0.004749499881300127,0.5745208219578447,,,,PRUNED
190,0.5745283915092123,2023-05-02 14:23:19.384216,2023-05-02 14:23:20.380952,0 days 00:00:00.996736,0.20518531867844228,0.0039773382963080185,0.5745283915092123,,,,PRUNED
113,0.5745335959002662,2023-05-02 14:20:42.872879,2023-05-02 14:20:44.066644,0 days 00:00:01.193765,0.002760047619748551,0.005740717754594469,0.5745335959002662,,,,PRUNED
386,0.5746490191713984,2023-05-02 14:28:17.883122,2023-05-02 14:28:18.881827,0 days 00:00:00.998705,0.2418551593314049,0.0013240167992766034,0.5746490191713984,,,,PRUNED
277,0.574830673768916,2023-05-02 14:25:54.504057,2023-05-02 14:25:55.502128,0 days 00:00:00.998071,0.04072983943235078,0.001180638444226336,0.574830673768916,,,,PRUNED
431,0.5748416221169121,2023-05-02 14:29:19.917307,2023-05-02 14:29:20.944500,0 days 00:00:01.027193,0.32266193442627367,0.0034929805774612586,0.5748416221169121,,,,PRUNED
296,0.5749498713247011,2023-05-02 14:26:21.963101,2023-05-02 14:26:23.007835,0 days 00:00:01.044734,0.12569735256289638,0.0008843146540558714,0.5749498713247011,,,,PRUNED
320,0.5749962442634656,2023-05-02 14:26:50.985430,2023-05-02 14:26:52.195568,0 days 00:00:01.210138,0.43028188108963283,0.002412037914797284,0.5749962442634656,,,,PRUNED
129,0.575093120854116,2023-05-02 14:21:16.374601,2023-05-02 14:21:17.348255,0 days 00:00:00.973654,0.0006712604327094472,0.006152569235939059,0.575093120854116,,,,PRUNED
393,0.575116283594584,2023-05-02 14:28:28.677395,2023-05-02 14:28:29.869290,0 days 00:00:01.191895,0.3879947754742301,0.002974611379881887,0.575116283594584,,,,PRUNED
49,0.5752152544556915,2023-05-02 14:18:35.873586,2023-05-02 14:18:36.841349,0 days 00:00:00.967763,0.13151649949440286,0.005098860782658463,0.5752152544556915,,,,PRUNED
395,0.5752219765203236,2023-05-02 14:28:30.861193,2023-05-02 14:28:32.085930,0 days 00:00:01.224737,0.4582858891226963,0.00230085527506339,0.5752219765203236,,,,PRUNED
67,0.5752793886894209,2023-05-02 14:19:04.460142,2023-05-02 14:19:05.441802,0 days 00:00:00.981660,0.061966339688899134,0.0058010471307923025,0.5752793886894209,,,,PRUNED
405,0.5753029925012725,2023-05-02 14:28:41.862719,2023-05-02 14:28:42.879465,0 days 00:00:01.016746,0.019444421130622305,0.0011411966972056993,0.5753029925012725,,,,PRUNED
43,0.575403864167579,2023-05-02 14:18:22.982623,2023-05-02 14:18:23.975238,0 days 00:00:00.992615,0.10700384334210578,0.0010543640867773827,0.575403864167579,,,,PRUNED
361,0.5754135526168062,2023-05-02 14:27:41.689611,2023-05-02 14:27:42.684220,0 days 00:00:00.994609,0.43097348223947207,0.002827498939483787,0.5754135526168062,,,,PRUNED
367,0.5754218902867013,2023-05-02 14:27:47.949535,2023-05-02 14:27:48.989438,0 days 00:00:01.039903,0.03286132233410873,0.0061549121186879815,0.5754218902867013,,,,PRUNED
156,0.5754479324620406,2023-05-02 14:22:11.155319,2023-05-02 14:22:12.138516,0 days 00:00:00.983197,0.47033005492159646,0.002308812582907831,0.5754479324620406,,,,PRUNED
384,0.5754870926071228,2023-05-02 14:28:15.777413,2023-05-02 14:28:16.829526,0 days 00:00:01.052113,0.5249283273465225,0.0017672570464304625,0.5754870926071228,,,,PRUNED
65,0.5755643267096532,2023-05-02 14:19:02.443019,2023-05-02 14:19:03.431195,0 days 00:00:00.988176,0.019018166152892375,0.0011113849907878435,0.5755643267096532,,,,PRUNED
22,0.5755693512161332,2023-05-02 14:17:56.516844,2023-05-02 14:17:57.669313,0 days 00:00:01.152469,0.0679883596592443,0.0059145499291679915,0.5755467849485733,0.5755693512161332,,,PRUNED
471,0.5756768671855274,2023-05-02 14:30:12.936444,2023-05-02 14:30:17.184146,0 days 00:00:04.247702,0.0002922784698581723,0.0028033730528983876,0.5715253377465345,0.5714898330640387,,,COMPLETE
180,0.5756810937960318,2023-05-02 14:22:49.242399,2023-05-02 14:22:53.476463,0 days 00:00:04.234064,0.0006527425460412257,0.002949018226527067,0.5715737610999737,0.571556348192408,,,COMPLETE
290,0.5756908442301413,2023-05-02 14:26:12.260228,2023-05-02 14:26:16.575011,0 days 00:00:04.314783,0.0012349177410454224,0.002730631553828401,0.571918123111891,0.571535553878375,0.5714810745607463,,COMPLETE
128,0.5756936007502437,2023-05-02 14:21:12.123338,2023-05-02 14:21:16.374101,0 days 00:00:04.250763,0.0014465180614813482,0.0027181001256324742,0.5714786591937324,,,,COMPLETE
143,0.5757001223353871,2023-05-02 14:21:41.485344,2023-05-02 14:21:45.779982,0 days 00:00:04.294638,0.002284823875114913,0.0027062822047467087,0.5719234260823071,0.5715350024407441,0.5714796164174437,,COMPLETE
231,0.5757008638594897,2023-05-02 14:24:42.791095,2023-05-02 14:24:47.122364,0 days 00:00:04.331269,0.0008747707770275937,0.0026399514967524493,0.5715157626373291,0.5714481396717455,,,COMPLETE
112,0.5757037791992642,2023-05-02 14:20:38.580797,2023-05-02 14:20:42.872378,0 days 00:00:04.291581,0.004226340329114859,0.0027924811605977836,0.5715580962869625,0.57151795579328,,,COMPLETE
80,0.5757053069409338,2023-05-02 14:19:37.798625,2023-05-02 14:19:42.160044,0 days 00:00:04.361419,0.0030465245528280708,0.0027017616838169657,0.5715364225811311,0.571482441711713,,,COMPLETE
208,0.5757064606462236,2023-05-02 14:23:54.843501,2023-05-02 14:23:59.350272,0 days 00:00:04.506771,0.0010809339442655749,0.00261717168216359,0.5719279703121423,0.57151116296294,0.5714416510759054,,COMPLETE
211,0.5757071175543309,2023-05-02 14:24:04.721517,2023-05-02 14:24:09.127073,0 days 00:00:04.405556,0.0004977152265330967,0.0025972560595489158,0.571507178545727,0.5714322323023069,,,COMPLETE
